FF,stat,n,mle,stderr,mean,low,high,group
Sage 2.2.1 + AshGC,RMSE,283,1.339320398219345,0.08923903333254014,1.3895742119902752,1.2221013493410584,1.5718865780303692,All
Sage 2.2.1 + AshGC,MUE,283,0.9874205297691756,0.05519720630222087,1.0251165073990691,0.9182069519854653,1.1388176281669313,All
Sage 2.2.1 + AshGC,MSE,283,0.18998588437863353,0.081754824904673,0.194726517026743,0.03505737082076509,0.35603870219510336,All
Sage 2.2.1 + AshGC,R2,283,0.3304832684221731,0.046681945493247015,0.31295519409650513,0.22198494527974075,0.4020561410047077,All
Sage 2.2.1 + AshGC,rho,283,0.574876741938803,0.039883737366999204,0.5559148668553168,0.47644681759231283,0.6316946545759041,All
Sage 2.2.1 + AshGC,RMSE,23,1.328605024920031,0.2549556399292831,1.4221853574684642,0.9377787520654588,1.9552304304387116,Alcohol
Sage 2.2.1 + AshGC,MUE,23,1.066956506812054,0.19179563611625045,1.1115217712500194,0.7701470660594741,1.5067863116129014,Alcohol
Sage 2.2.1 + AshGC,MSE,23,0.5182608480038844,0.28088724667909576,0.5129843240065147,-0.03975605165830421,1.0602605999498425,Alcohol
Sage 2.2.1 + AshGC,R2,23,0.12033575899640994,0.11885131803037464,0.13316693480383066,0.0007894990064407719,0.44867586030158596,Alcohol
Sage 2.2.1 + AshGC,rho,23,0.34689444935947017,0.18104669115775604,0.3225407087021883,-0.028297438235118523,0.6634294927044498,Alcohol
Sage 2.2.1 + AshGC,RMSE,154,1.3861302831445266,0.10807667611462206,1.4264881198665562,1.217950219863977,1.6400732655013033,Alkylarylether
Sage 2.2.1 + AshGC,MUE,154,1.0111688490457524,0.08050972998609825,1.05475742958218,0.905378341237695,1.2190981910767893,Alkylarylether
Sage 2.2.1 + AshGC,MSE,154,0.018571439170796993,0.11577582280191509,0.02414393294030261,-0.19381669218219005,0.2490638448442612,Alkylarylether
Sage 2.2.1 + AshGC,R2,154,0.29720938290151383,0.06583283639939153,0.2841974961379798,0.162297895554352,0.42697668024440183,Alkylarylether
Sage 2.2.1 + AshGC,rho,154,0.5451691323814232,0.06457956000725254,0.5284154834885036,0.3880805597625021,0.646870184201098,Alkylarylether
Sage 2.2.1 + AshGC,RMSE,144,1.442299260689766,0.12255940903834807,1.4778659679558486,1.2562980900301761,1.7310301899829013,Amine
Sage 2.2.1 + AshGC,MUE,144,1.0599305914507968,0.08675533009703552,1.083659920798418,0.9202047795432464,1.2563721058346478,Amine
Sage 2.2.1 + AshGC,MSE,144,0.4361805601914722,0.11702808943631669,0.4358132748405271,0.20414529778406731,0.6779079044396347,Amine
Sage 2.2.1 + AshGC,R2,144,0.38934177488525373,0.06511588412680011,0.377502594774176,0.2531296734292734,0.5025565216923007,Amine
