FF,stat,n,mle,stderr,mean,low,high,group
v0-k20,RMSE,382,0.9022703770237983,0.051066081761428746,0.9546168097106303,0.855474084159874,1.05651315786863,All
v0-k20,MUE,382,0.6858318361591825,0.03231559604842397,0.7255824369948105,0.6651689912081452,0.7889736424767901,All
v0-k20,MSE,382,-0.29046015671665437,0.04728412907695693,-0.2916265854303612,-0.3877283510773517,-0.20166195198816994,All
v0-k20,R2,382,0.8715523792387877,0.018701743958372943,0.8533077529717578,0.8142534311277653,0.888455752852438,All
v0-k20,rho,382,0.9335696970439784,0.010016705683356575,0.9234244933725456,0.9013670922238883,0.9409355204986449,All
v0-k20,RMSE,91,0.8810976498318751,0.09413890982580633,0.9351338788704705,0.7623605975727474,1.133975444278051,Alcohol
v0-k20,MUE,91,0.6907947688816442,0.06126548021177829,0.7314526293195425,0.6204790980391466,0.8537688689961372,Alcohol
v0-k20,MSE,91,0.07613337598905962,0.09760107787049416,0.07959543874750688,-0.10655891951320005,0.2759757225647986,Alcohol
v0-k20,R2,91,0.8579418113481784,0.06373806709323875,0.8235871074680958,0.6837001019940552,0.9180982962127723,Alcohol
v0-k20,rho,91,0.9262514838574777,0.036352738092428914,0.9081210560561213,0.8187802099654105,0.9582830951422574,Alcohol
v0-k20,RMSE,19,1.147553159440618,0.14540880065331283,1.182546650854182,0.8750568178541932,1.4627760132805272,Aldehyde
v0-k20,MUE,19,0.9866874968667787,0.1478625946143744,1.010940121835791,0.7102044157595965,1.3211576311831008,Aldehyde
v0-k20,MSE,19,-0.523087714138127,0.24726734910074985,-0.5239476935106145,-0.9749592866164898,-0.03318837076381873,Aldehyde
v0-k20,R2,19,0.9185265974860581,0.03913051709714244,0.9094760392121809,0.8187220795377359,0.9677380862951164,Aldehyde
v0-k20,rho,19,0.958397932743001,0.020890971365259327,0.9538483189269914,0.9032321844367244,0.9827798011549637,Aldehyde
v0-k20,RMSE,138,0.7584095182844911,0.09600426223174705,0.8096335940076261,0.6335118334648735,1.0079716856067442,Alkane
v0-k20,MUE,138,0.4948796758200632,0.05166701027703566,0.5705905040207951,0.4738702020183912,0.6774272501910443,Alkane
v0-k20,MSE,138,-0.13704062790113597,0.06957941691104814,-0.13648745777072332,-0.26190748196866104,0.006418379911119555,Alkane
v0-k20,R2,138,0.8697334266322364,0.03412268858449163,0.8530916869399573,0.7847915006792421,0.9125098099467804,Alkane
v0-k20,rho,138,0.932594996036456,0.019573806695730913,0.9239768142798902,0.8817253910078736,0.9559422289520383,Alkane
v0-k20,RMSE,20,0.9573476246070274,0.18020328707105768,0.9877018969563915,0.6593739354965641,1.3524361760343966,Alkyl Chloride
v0-k20,MUE,20,0.7419020403387847,0.13749857141184194,0.7793718522690246,0.5289503524137078,1.070009913883207,Alkyl Chloride
v0-k20,MSE,20,-0.4010465296392197,0.20833727413514685,-0.3916825196474373,-0.7942942298375508,0.018329919771571845,Alkyl Chloride
v0-k20,R2,20,0.924574924638555,0.026561769561644095,0.913942866309871,0.8510438306358037,0.9562185337059986,Alkyl Chloride
v0-k20,rho,20,0.9615481915320494,0.01397881483214401,0.9556881955945449,0.9252614695696616,0.9780409127832479,Alkyl Chloride
v0-k20,RMSE,14,0.7536040800089985,0.11050198077202031,0.8023341522674265,0.5813120544248506,1.0191615107706145,Alkylarylether
v0-k20,MUE,14,0.6833955923082919,0.10913772728904556,0.7011859458651174,0.5052901211806261,0.929123602689646,Alkylarylether
v0-k20,MSE,14,-0.3396389421723797,0.20298555808414773,-0.33565428127995883,-0.723185283060373,0.07838670877825228,Alkylarylether
v0-k20,R2,14,0.9065889831263279,0.14244549996564934,0.719664838522352,0.36309810206349596,0.9169195986491419,Alkylarylether
v0-k20,rho,14,0.952149664247343,0.08933312349751106,0.8471886280829906,0.6099790195279117,0.9534911402800196,Alkylarylether
v0-k20,RMSE,72,0.8017184889947209,0.07676552970282131,0.8554039247670692,0.7097234627890531,1.0039145518999926,Amine
