FF,stat,n,mle,stderr,mean,low,high,group
v0-k20,RMSE,87,1.2140186296839213,0.17020374150947642,1.3411035458755907,1.0510633792522814,1.6994571942180765,All
v0-k20,MUE,87,0.8801531751758586,0.10090615443199465,0.9943203062848331,0.8094572325154038,1.2056520684296395,All
v0-k20,MSE,87,0.11454930311772385,0.1395066227783583,0.1172385352659048,-0.15810957893124059,0.3773449461640111,All
v0-k20,R2,87,0.8702702692959057,0.04082174310397388,0.8364723874915585,0.756427845041765,0.9145250287914953,All
v0-k20,rho,87,0.9328827736087243,0.022306972989449385,0.9158784635058091,0.8663299695864065,0.9547664819718663,All
v0-k20,RMSE,12,1.0478245819108194,0.16522705874840776,1.1870778479531248,0.8725668438298189,1.5275968409230107,Alcohol
v0-k20,MUE,12,1.0392460645437005,0.15778293452862005,1.056224736224737,0.7588666926585494,1.3714718169673519,Alcohol
v0-k20,MSE,12,1.0392460645437005,0.1792182041467585,1.0367471443926433,0.6686939130848429,1.4029603214792656,Alcohol
v0-k20,R2,12,0.9906349511494548,0.24460674390877984,0.7388275267598787,0.06606913502391083,0.966178903654013,Alcohol
v0-k20,rho,12,0.9953064609201802,0.21163963808089833,0.8272595732089733,0.16043614457512148,0.9809602465592284,Alcohol
v0-k20,RMSE,14,1.1988667246541527,0.17289132041301922,1.331066797452515,1.001430256879589,1.6629760882202032,Amine
v0-k20,MUE,14,1.0823359475040455,0.18680381626983034,1.1575685683633892,0.8309493922019212,1.5379184502677856,Amine
v0-k20,MSE,14,0.5125774370903502,0.3377210203918259,0.51027611644622,-0.14909156238856694,1.121751992326286,Amine
v0-k20,R2,14,0.7977093882088154,0.20674795163599025,0.5549956731004605,0.09938846091337404,0.8548971277975971,Amine
v0-k20,rho,14,0.8931457821704223,0.16482627096301714,0.7273027723509183,0.3158919478574954,0.9307681358417661,Amine
v0-k20,RMSE,87,1.2140186296839213,0.16143003892775926,1.3436475700008812,1.0475207152957957,1.6726781489735925,Aqueous
v0-k20,MUE,87,0.8801531751758586,0.09991871186187788,0.9933983435988679,0.8060515530130415,1.2039391357008025,Aqueous
v0-k20,MSE,87,0.11454930311772385,0.14613879449135916,0.11400504200050961,-0.18813084159054602,0.3800674743550225,Aqueous
v0-k20,R2,87,0.8702702692959057,0.04017769612975271,0.8396515500329186,0.7547832603022885,0.910804437264302,Aqueous
v0-k20,rho,87,0.9328827736087243,0.02224141983474831,0.9158301380791111,0.8639265146734112,0.9542927735542605,Aqueous
v0-k20,RMSE,33,0.9652512498084613,0.16100244540812908,1.1446687199956787,0.8571307701493639,1.5157116658373275,Aromatic
v0-k20,MUE,33,0.7852035455506285,0.13117685105443183,0.9039127530089063,0.6698808220050401,1.1747636423126888,Aromatic
v0-k20,MSE,33,-0.29489549645942675,0.20118475421321338,-0.29202129510905345,-0.6804389360741656,0.10290490682583232,Aromatic
v0-k20,R2,33,0.9252633494989168,0.05260163346790932,0.882150062150922,0.740589538605633,0.9558786650848162,Aromatic
v0-k20,rho,33,0.9619061022256364,0.03014219475123318,0.9387276227230869,0.8617736245826398,0.9782457728245367,Aromatic
v0-k20,RMSE,13,0.9133091892806382,0.3027031425767318,1.1494539174772813,0.6476099889517838,1.8220910471189604,Carbonyl
v0-k20,MUE,13,0.6395943485670551,0.21134324933111504,0.8831957105751866,0.5076061335810929,1.3464422449358782,Carbonyl
v0-k20,MSE,13,-0.3820128295872742,0.29952312380779644,-0.3840077428883974,-0.970062445944371,0.17352900314270187,Carbonyl
v0-k20,R2,13,0.9538745046992898,0.20457559063936182,0.802301419209335,0.1303760979187793,0.9657796658436574,Carbonyl
v0-k20,rho,13,0.9766649910277782,0.15120912153958338,0.8902434309298622,0.39500222197464263,0.9814593530210048,Carbonyl
v0-k20,RMSE,11,0.8926578110968734,0.22818283191450306,1.0369335075137434,0.6298634194240929,1.5389246392903717,Carboxylic Acid Derivative
