,mle,stderr,mean,low,high,FF,dataset,n
0,1.082118223373055,0.1200129751281016,1.126163754393075,0.8981707905367279,1.3641753260368954,Sage 2.2.1 + AM1-BCC (AmberTools),bace,49
1,0.8569059321197747,0.15865217338745602,0.9096000820284004,0.6013446877364675,1.2235874987227802,Sage 2.2.1 + AM1-BCC (AmberTools),cdk2,24
2,0.7857080090021938,0.102012221289487,0.8074576851865988,0.613729603033719,1.0134996272296035,Sage 2.2.1 + AM1-BCC (AmberTools),jnk1,27
3,1.2632874306911912,0.16357896234290334,1.3323827627491147,1.020064989133233,1.6630331239532874,Sage 2.2.1 + AM1-BCC (AmberTools),mcl1,62
4,1.6194279991042861,0.24474842161559981,1.6788293554557756,1.2578590781277175,2.2025710091776416,Sage 2.2.1 + AM1-BCC (AmberTools),p38,51
5,1.8046573846451825,0.37655745784139827,1.7836560153222276,1.0762353830809908,2.52271946957565,Sage 2.2.1 + AM1-BCC (AmberTools),ptp1b,34
6,0.7700416601974965,0.11813774673460167,0.7682094491235022,0.5348385502897759,0.9972615047377922,Sage 2.2.1 + AM1-BCC (AmberTools),thrombin,14
7,0.5713064187037863,0.07849866912270807,0.5927495065069855,0.446100935124154,0.7601096513722643,Sage 2.2.1 + AM1-BCC (AmberTools),tyk2,22
8,1.3046067176600051,0.14603981140816896,1.359890671550517,1.078716638888441,1.6525694954334955,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye),bace,49
9,0.8938891164196894,0.16450009755539902,0.993288679719581,0.6786825075166333,1.323152829788071,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye),cdk2,24
10,0.6559104609967368,0.08886777053472204,0.678522261288155,0.508028508263398,0.8547856357582216,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye),jnk1,27
11,1.5151764008583812,0.18490857812158562,1.5524906009255008,1.2013340736812683,1.9288410815645052,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye),mcl1,62
12,1.56116598973506,0.2560883721969998,1.6443176215102175,1.1984512285222608,2.181999307153526,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye),p38,51
13,1.6101443164321536,0.25530502211235684,1.6176172090713916,1.1444112667544146,2.1308486627819563,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye),ptp1b,34
14,0.6095313811361204,0.10878222510599231,0.6132835610412156,0.4030742629981125,0.8290896605325758,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye),thrombin,14
15,0.6567967406761475,0.06799790878094239,0.6704118818706818,0.5352958760258805,0.7983336328318728,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye),tyk2,22
16,1.066751043469744,0.11365838883214216,1.1045776520224282,0.8843384804669538,1.33017746534578,Sage 2.3.0 + AshGC,bace,49
17,0.8016546590174645,0.13861532902164572,0.9328917014321588,0.6690475243819408,1.2113135907665655,Sage 2.3.0 + AshGC,cdk2,24
18,0.6625512246003323,0.09056117589060209,0.6890402682087482,0.5140032487028818,0.8706517992510504,Sage 2.3.0 + AshGC,jnk1,27
19,1.5183261650125464,0.2101208749220118,1.554760091702233,1.1595172384960368,1.9763904813481434,Sage 2.3.0 + AshGC,mcl1,62
20,1.4334635732598962,0.24912817034529178,1.5126612979745844,1.0669393554418805,2.031470973134356,Sage 2.3.0 + AshGC,p38,51
21,1.7907516026331645,0.2302152835937382,1.7885368039648988,1.3410425805728334,2.246490284948658,Sage 2.3.0 + AshGC,ptp1b,34
22,0.7161503202837035,0.10304639671119037,0.7219988818251486,0.5194544178189953,0.9222901492946527,Sage 2.3.0 + AshGC,thrombin,14
23,0.8424882788675836,0.11823573533462937,0.8645740692266758,0.649895373490569,1.1104742845363014,Sage 2.3.0 + AshGC,tyk2,22
