,Index,Id,SMIRKS,Attribute,smiles_1,smiles_2,property_type,property_id,pval,grad_contribution
2035,19,n14,[#6:1],epsilon,Cc1ccccc1N,Cc1ccccn1,EnthalpyOfMixing,dhmix_1909144841681931250,28.009213934677263,-0.0091318778181272
10387,19,n14,[#6:1],epsilon,CN(C)C=O,ClCCCl,Density,dens_145031449158698048,0.2528473148074463,-0.0090743313545014
14995,19,n14,[#6:1],epsilon,CC#N,c1ccccc1,Density,dens_2111393000623474162,0.9423205682641156,-0.0090252278721901
38971,19,n14,[#6:1],epsilon,CCCO,O=Cc1ccccc1,EnthalpyOfMixing,dhmix_2114980631721668598,20.50664724238328,-0.0089460284457703
10819,19,n14,[#6:1],epsilon,OCCOCCO,OCc1ccccc1,Density,dens_151421667269785380,1.0642687271259264,-0.0089093082713418
2143,19,n14,[#6:1],epsilon,Cc1ccccc1N,Cc1ccccn1,EnthalpyOfMixing,dhmix_2125558080831870503,17.418737737266497,-0.0087310853341513
4807,19,n14,[#6:1],epsilon,CCCCCCCCCl,CN(C)C=O,Density,dens_1893252821735673677,0.2862936746112149,-0.0087143513174255
26227,19,n14,[#6:1],epsilon,CC(=O)N(C)C,CCCCCCCl,Density,dens_1885054129776339889,0.2189126074783915,-0.0086619351239848
34255,19,n14,[#6:1],epsilon,CCCOC(=O)CC,Cc1ccccc1,EnthalpyOfMixing,dhmix_1646061995263935606,25.968595489607864,-0.0086424006141321
36703,19,n14,[#6:1],epsilon,C1CCOCC1,CCCC(C)=O,Density,dens_1481139606755572767,0.2841797272764547,-0.0086188599057078
33031,19,n14,[#6:1],epsilon,CC(C)=O,CNc1ccccc1,Density,dens_1582643029733708616,1.2482261752562096,-0.0085174986842603
18487,19,n14,[#6:1],epsilon,CCCCOC(C)=O,c1ccccc1,Density,dens_834118541551127044,1.199664642149105,-0.0085162747354397
32671,19,n14,[#6:1],epsilon,C1CCCCC1,CNc1ccccc1,Density,dens_1209163492396921559,1.1390794374767417,-0.0085100662280775
27739,19,n14,[#6:1],epsilon,BrCCBr,COC=O,Density,dens_1945150067923572864,0.4817096577110743,-0.008355402300155
31987,19,n14,[#6:1],epsilon,CCC(C)=O,CCCNCCC,Density,dens_627753907231278660,0.3241147983859113,-0.008334492018404
23275,19,n14,[#6:1],epsilon,CC(=O)N(C)C,CCCCCl,Density,dens_563556088097831353,0.2034300350393486,-0.0083113178713789
23527,19,n14,[#6:1],epsilon,C1CCOCC1,O=C1CCCCC1,Density,dens_996263306280392228,0.2264996451047946,-0.0081115921581637
3583,19,n14,[#6:1],epsilon,CC(=O)N(C)C,ClCCCCCCCl,Density,dens_30084818585402677,0.2091342119464166,-0.0080978387197279
40987,19,n14,[#6:1],epsilon,CC(=O)N(C)C,CCOC(C)=O,Density,dens_2126546638582188774,0.3490078499702008,-0.0079632912729419
9631,19,n14,[#6:1],epsilon,COc1ccccc1,OCc1ccccc1,EnthalpyOfMixing,dhmix_114464856611254095,20.288233147980947,-0.0079544611211113
11755,19,n14,[#6:1],epsilon,BrCCCBr,CCCCOC(=O)CCC,Density,dens_933248802608751708,0.2340857192972895,-0.0079367034961188
29719,19,n14,[#6:1],epsilon,CC(C)(C)O,OC1=NCCC1,EnthalpyOfMixing,dhmix_1408261346335628114,-4.2754029910588045,-0.0079169972793103
34867,19,n14,[#6:1],epsilon,CN1CCCC1=O,Cc1ccccc1,EnthalpyOfMixing,dhmix_2238554893157725289,-20.119907756338847,-0.0078957132856847
18523,19,n14,[#6:1],epsilon,CCCCOC(C)=O,c1ccccc1,EnthalpyOfMixing,dhmix_1349932525480083284,74.65799217224273,-0.0078865867415777
3475,19,n14,[#6:1],epsilon,C1CCOCC1,O=C1CCCCCC1,Density,dens_29213618499921464,0.203697969596743,-0.0078732543810045
1927,19,n14,[#6:1],epsilon,CCCCCl,CN(C)C=O,Density,dens_2008819185276371643,0.2292243147779515,-0.0078615676924134
40483,19,n14,[#6:1],epsilon,CC(C)CO,OC1=NCCC1,Density,dens_1852757585830259815,0.2414351452427472,-0.007832244603434
34543,19,n14,[#6:1],epsilon,BrCCCBr,COC(C)=O,Density,dens_1032175440351342196,0.4654921308421826,-0.0075913541672267
4339,19,n14,[#6:1],epsilon,CN1CCCC1=O,c1ccccc1,EnthalpyOfMixing,dhmix_1475629358723962160,-23.85760593855724,-0.0075863905725803
19639,19,n14,[#6:1],epsilon,CN1CCCC1=O,ClCCCl,Density,dens_2059567022041766694,0.2356588182031737,-0.0075791935896853
19855,19,n14,[#6:1],epsilon,CC(=O)N(C)C,CCCCCCCCCl,Density,dens_2189889607118243828,0.2082512980944604,-0.0073760899867736
5923,19,n14,[#6:1],epsilon,CCO,CCOC(=O)CC(C)=O,EnthalpyOfMixing,dhmix_2221487218644783272,14.418020547194914,-0.0072869193858718
18847,19,n14,[#6:1],epsilon,CCCCCCC,CNc1ccccc1,Density,dens_480658478095207102,0.4178812920122726,-0.0072820601408117
27235,19,n14,[#6:1],epsilon,BrCCBr,CCCCOC(=O)CCC,Density,dens_1085110183353279404,0.175833481388775,-0.0072198872673742
10603,19,n14,[#6:1],epsilon,CN1CCCC1=O,ClCCCCCl,Density,dens_145117083439077204,0.2121228133069886,-0.0071158226944722
1135,19,n14,[#6:1],epsilon,OCCO,OCc1ccccc1,Density,dens_824372741354282107,1.3292291642055123,-0.0071109864660928
13483,19,n14,[#6:1],epsilon,CC(=O)N(C)C,ClCCCCCl,Density,dens_1473570029953486090,0.1815952974709704,-0.0070474074259943
19423,19,n14,[#6:1],epsilon,CC(C)=O,CCO,Density,dens_2271083741716457850,0.3408923218603255,-0.0069869408128682
27487,19,n14,[#6:1],epsilon,O,OC1=NCCC1,EnthalpyOfMixing,dhmix_1775375132531538271,-2.819755324551572,-0.0068606301579242
7867,19,n14,[#6:1],epsilon,C1CCOCC1,Cc1ccccn1,Density,dens_1852422594896475094,0.3803573962872679,-0.0067341585421066
35263,19,n14,[#6:1],epsilon,CN(C)C=O,ClCCCCCCCl,Density,dens_2070195997725277466,0.2423001134112788,-0.0066848016807517
25939,19,n14,[#6:1],epsilon,CCOCCO,c1ccccc1,Density,dens_1506946378386070831,0.5417606313802833,-0.0066711604019399
8767,19,n14,[#6:1],epsilon,CCC(C)=O,CNc1ccccc1,EnthalpyOfMixing,dhmix_112729391186229967,-21.63840854281318,-0.0066201211569647
10711,19,n14,[#6:1],epsilon,CN1CCCC1=O,ClCCCCCl,Density,dens_1187888029800539390,0.220068147839502,-0.0065552568948098
21511,19,n14,[#6:1],epsilon,C1CCOCC1,O=C1CCCC1,Density,dens_788777315764582180,0.2163448267479631,-0.0065100972640887
39727,19,n14,[#6:1],epsilon,C1CCOCC1,Cc1ccncc1,Density,dens_1998279082934343093,0.3190219514319304,-0.0064741453554101
29863,19,n14,[#6:1],epsilon,CC(C)OC(C)C,Cc1ccccc1,EnthalpyOfMixing,dhmix_686402805609192969,23.77360370847495,-0.0064510636287958
29755,19,n14,[#6:1],epsilon,CC(C)(C)O,OC1=NCCC1,EnthalpyOfMixing,dhmix_1466823939183874689,-5.078454539650664,-0.0063807989253284
29791,19,n14,[#6:1],epsilon,CC(C)(C)O,OC1=NCCC1,Density,dens_1768273433543243004,0.3304879784960513,-0.0063635169835686
36163,19,n14,[#6:1],epsilon,C1COCCO1,O=C1CCCCC1,Density,dens_1806066395455679216,0.2015865671625234,-0.0063594986518565
28063,19,n14,[#6:1],epsilon,CN(C)C=O,ClCCCCCl,Density,dens_1092490027864410415,0.2009984928000885,-0.0063282195408678
38755,19,n14,[#6:1],epsilon,CCCNCCC,CN(C)C=O,Density,dens_2129124855081233158,0.282336283087259,-0.0063188772156703
7543,19,n14,[#6:1],epsilon,CC(C)=O,Nc1ccccc1,Density,dens_1087594007698023193,1.0614288890889645,-0.0062975620211363
1639,19,n14,[#6:1],epsilon,C1CCOCC1,Cc1ccccc1N,Density,dens_1448062547628404156,0.4882064483064721,-0.0062626210141372
35875,19,n14,[#6:1],epsilon,CCCCCCCCCl,CN1CCCC1=O,Density,dens_1965529278608066299,0.2241788443550594,-0.0062544347166765
12079,19,n14,[#6:1],epsilon,CCCCCl,CN1CCCC1=O,Density,dens_2070183543451797213,0.1923227604491081,-0.0061905649647671
39439,19,n14,[#6:1],epsilon,CCC(C)=O,CN1CCCC1=O,EnthalpyOfMixing,dhmix_1545004468946955771,-16.594412122969217,-0.0060645915361827
14851,19,n14,[#6:1],epsilon,CC#N,c1ccccc1,EnthalpyOfMixing,dhmix_217315956534335620,11.331969926640298,-0.0060626183557331
34183,19,n14,[#6:1],epsilon,CCCOC(=O)CC,Cc1ccccc1,EnthalpyOfMixing,dhmix_720914323963600437,17.664588684919778,-0.0060283764944445
12907,19,n14,[#6:1],epsilon,CCCCOCCO,c1ccccc1,Density,dens_615182082919776992,0.3728541977857948,-0.0059114785387706
3511,19,n14,[#6:1],epsilon,C1CCOCC1,O=C1CCCCCC1,Density,dens_468319504030932569,0.1625201061462299,-0.0059003589541326
29431,19,n14,[#6:1],epsilon,CCCCO,OC1=NCCC1,Density,dens_1146983614802652988,0.2186054600379737,-0.00587625986478
21367,19,n14,[#6:1],epsilon,CCC(C)=O,CCCCNCCCC,Density,dens_2232561341275312196,0.2505180674813323,-0.0058759291866374
34903,19,n14,[#6:1],epsilon,CN1CCCC1=O,ClCCCCCCCl,Density,dens_717951284355382404,0.2063398039050676,-0.0058122759088518
13015,19,n14,[#6:1],epsilon,CCCCOCCO,c1ccccc1,EnthalpyOfMixing,dhmix_1416395432810708431,21.020885173426024,-0.0057992749216702
31735,19,n14,[#6:1],epsilon,C1CCOCC1,Cc1ccccc1C,EnthalpyOfMixing,dhmix_2268256048157488415,-39.63367264283205,-0.0057978854240631
17695,19,n14,[#6:1],epsilon,C1CCOCC1,c1ccccc1,EnthalpyOfMixing,dhmix_604341867718608333,-44.059197187907586,-0.0057950624443552
30439,19,n14,[#6:1],epsilon,c1cc[nH]c1,c1ccccc1,EnthalpyOfMixing,dhmix_2101365800313583195,42.74436731001873,-0.0057739686541329
33787,19,n14,[#6:1],epsilon,C=C(C)[C@H]1CC=C(C)CC1,CCCCCO,Density,dens_1544700949225348296,0.3867072289002361,-0.0057665372299047
8263,19,n14,[#6:1],epsilon,CCCCCCCl,CN1CCCC1=O,Density,dens_1314691253679633833,0.1894523890423713,-0.0057611209060273
36811,19,n14,[#6:1],epsilon,C1CCOCC1,CCCC(C)=O,Density,dens_2180187104403779312,0.2097727882329669,-0.0056917508572655
1783,19,n14,[#6:1],epsilon,CCCCCl,CN(C)C=O,Density,dens_550868133232739009,0.1668327447818772,-0.0056622177143274
6067,19,n14,[#6:1],epsilon,C1COCCO1,O=C1CCCC1,Density,dens_803440153424346423,0.2187336781670955,-0.0056063729228854
667,19,n14,[#6:1],epsilon,C1CCCCC1,CN1CCCC1=O,Density,dens_1820034175228694,0.1526330886668596,-0.0055179536067587
18451,19,n14,[#6:1],epsilon,CCCCOC(C)=O,c1ccccc1,EnthalpyOfMixing,dhmix_754807126845437364,34.62033569663612,-0.0054325045277139
22807,19,n14,[#6:1],epsilon,C1CCOCC1,CCCCCC(C)=O,Density,dens_357198687829738077,0.2487821397024089,-0.0053755794801716
26191,19,n14,[#6:1],epsilon,CC(=O)N(C)C,CCCCCCCl,Density,dens_1817345990638851984,0.1686839002183285,-0.0053632175017508
13807,19,n14,[#6:1],epsilon,C1COCCO1,Cc1ccccc1Cl,Density,dens_810150133181620718,1.0321266216940397,-0.0052998096238787
3655,19,n14,[#6:1],epsilon,CC(=O)N(C)C,ClCCCCCCCl,Density,dens_539464371986972328,0.1805894419596772,-0.0052086910763438
5131,19,n14,[#6:1],epsilon,CC(=O)CC(C)C,CCC(C)(C)O,EnthalpyOfMixing,dhmix_202225007451030020,5.373160761314743,-0.0050567654459527
14023,19,n14,[#6:1],epsilon,CCCOC=O,ClCCCl,Density,dens_598528978367940263,0.2100117184010415,-0.0050277606583805
10243,19,n14,[#6:1],epsilon,CCCCNCCCC,CN(C)C=O,Density,dens_711718403070096827,0.2462072616747416,-0.0049120132120411
18919,19,n14,[#6:1],epsilon,CCCCCCC,CNc1ccccc1,Density,dens_1509968737377061562,1.2479460607929287,-0.0048601820985803
20611,19,n14,[#6:1],epsilon,CCCCCCC,c1ccccc1,Density,dens_1685942387769177799,0.2517579971658938,-0.0047907138296795
13123,19,n14,[#6:1],epsilon,CCOC(=O)CC(=O)OCC,CO,EnthalpyOfMixing,dhmix_796570713446660029,13.510538060094362,-0.0047557391365314
28423,19,n14,[#6:1],epsilon,CC(C)CC(C)(C)C,CCCC(=O)OC,EnthalpyOfMixing,dhmix_524376395520217080,-6.719768642694824,-0.0047514161738264
40375,19,n14,[#6:1],epsilon,CC(=O)CC(C)=O,O,EnthalpyOfMixing,dhmix_2033109088651196860,8.442437139883548,-0.0047117693289403
23743,19,n14,[#6:1],epsilon,COC=O,ClCCCCl,EnthalpyOfMixing,dhmix_573570621261992547,-8.912285143203071,-0.0045283144719867
25615,19,n14,[#6:1],epsilon,CCCCCCCl,CN(C)C=O,Density,dens_448105363780466270,0.1734645579111806,-0.0045192018135372
23383,19,n14,[#6:1],epsilon,CC(=O)N(C)C,CCCCCl,Density,dens_1662749398344255132,0.1244264615670684,-0.0044766065265945
11791,19,n14,[#6:1],epsilon,BrCCCBr,CCCCOC(=O)CCC,Density,dens_1048925802213854204,0.2483237943379479,-0.0044623079882427
12007,19,n14,[#6:1],epsilon,CCCCCl,CN1CCCC1=O,Density,dens_1393365907116297965,0.1372730926725558,-0.0044570761177283
36019,19,n14,[#6:1],epsilon,C1COCCO1,O=C1CCCCC1,Density,dens_1139761443535371798,0.1663185584751357,-0.0044518374774171
24103,19,n14,[#6:1],epsilon,CCCOC(=O)CC,ClCCCl,Density,dens_1804016971158746429,0.147826237785656,-0.0044016193994637
19063,19,n14,[#6:1],epsilon,CCCCN,CN(C)C=O,Density,dens_380536870617309130,0.2772248062633802,-0.0043655086366158
19567,19,n14,[#6:1],epsilon,CN1CCCC1=O,ClCCCl,Density,dens_1046625605566999080,0.1174315238699076,-0.0043561538399191
40339,19,n14,[#6:1],epsilon,CC(=O)CC(C)=O,O,EnthalpyOfMixing,dhmix_1367092272310773702,10.468568656301898,-0.0043428068009103
25183,19,n14,[#6:1],epsilon,COC=O,ClCCCl,Density,dens_1488543630772933598,0.1853400391762015,-0.0042897052588765
40555,19,n14,[#6:1],epsilon,CC(C)CO,OC1=NCCC1,Density,dens_2175875616459255266,0.2427540910294869,-0.0042820884969544
35227,19,n14,[#6:1],epsilon,CN(C)C=O,ClCCCCCCCl,Density,dens_1752369236407148840,0.1897266756553085,-0.0042426909462372
8191,19,n14,[#6:1],epsilon,CCCCCCCl,CN1CCCC1=O,Density,dens_441375838683668512,0.1697028454076461,-0.0041813931589099
10459,19,n14,[#6:1],epsilon,CN(C)C=O,ClCCCl,EnthalpyOfMixing,dhmix_693792312882226719,-4.489686778607464,-0.004173597833846
24931,19,n14,[#6:1],epsilon,CCCCCC(C)=O,CCN(CC)CC,Density,dens_995831511901627711,0.2347342426135919,-0.004153360922591
29467,19,n14,[#6:1],epsilon,CCCCO,OC1=NCCC1,EnthalpyOfMixing,dhmix_1601732489230179724,-2.402004458808769,-0.0041371278906421
33283,19,n14,[#6:1],epsilon,Cc1ccccc1N,Cc1ccncc1,EnthalpyOfMixing,dhmix_657900975986635712,41.0026393210498,-0.0041212948974945
22951,19,n14,[#6:1],epsilon,C1CCOCC1,CCCCCC(C)=O,EnthalpyOfMixing,dhmix_1931504734279468677,-15.75948938112156,-0.0040529684600282
38251,19,n14,[#6:1],epsilon,C1COCO1,CCCC(C)=O,Density,dens_1490997112604690080,0.3026369853409686,-0.0040517056113753
271,19,n14,[#6:1],epsilon,CCC(C)=O,Nc1ccccc1,EnthalpyOfMixing,dhmix_157258283975731553,-21.663397101417075,-0.0040310165711476
5347,19,n14,[#6:1],epsilon,OC1=NCCC1,c1ccncc1,EnthalpyOfMixing,dhmix_281987656487279026,37.160811628131825,-0.0039711001931696
7651,19,n14,[#6:1],epsilon,CC(C)=O,Nc1ccccc1,EnthalpyOfMixing,dhmix_2267661763264899390,-5.065813527546823,-0.0039674678437807
307,19,n14,[#6:1],epsilon,CCC(C)=O,Nc1ccccc1,Density,dens_610648476268376520,1.2646898733084777,-0.0039578107908337
2395,19,n14,[#6:1],epsilon,C=CCCCC,CCCO,EnthalpyOfMixing,dhmix_21994921667950318,-12.833018895078716,-0.0039563416386723
8443,19,n14,[#6:1],epsilon,C1COCCO1,O=C1CCCCCC1,Density,dens_1711999737319704820,0.1836544271551842,-0.0039105160066115
10423,19,n14,[#6:1],epsilon,CN(C)C=O,ClCCCl,Density,dens_511894799968528211,0.0902117323775004,-0.0038881539706178
2431,19,n14,[#6:1],epsilon,C=CCCCC,CCCO,Density,dens_62854823056490751,0.2181076850951261,-0.0038800912674976
20431,19,n14,[#6:1],epsilon,C1COCCO1,CCCCCC(C)=O,Density,dens_1451069448215305244,0.2058906524124634,-0.003835009569019
8911,19,n14,[#6:1],epsilon,CCC(C)=O,CNc1ccccc1,EnthalpyOfMixing,dhmix_1933605864237207151,-10.789864238491845,-0.0038017910531591
32167,19,n14,[#6:1],epsilon,CCC(C)=O,CCCNCCC,Density,dens_2224864308887622456,0.2409060511972692,-0.0037889060908222
29935,19,n14,[#6:1],epsilon,CC(C)OC(C)C,Cc1ccccc1,EnthalpyOfMixing,dhmix_1690461453403165745,15.059738818448936,-0.0037878194657715
31339,19,n14,[#6:1],epsilon,CCCCCC(C)=O,CCCCNCCCC,EnthalpyOfMixing,dhmix_614525131410782877,6.996277011670777,-0.0037867279226985
13987,19,n14,[#6:1],epsilon,CCCOC=O,ClCCCl,EnthalpyOfMixing,dhmix_438833720470542962,-8.398390907585409,-0.0037846035959883
3547,19,n14,[#6:1],epsilon,C1CCOCC1,O=C1CCCCCC1,Density,dens_1174890511154571939,0.1300749824611803,-0.0037704250839723
27307,19,n14,[#6:1],epsilon,BrCCBr,CCCCOC(=O)CCC,Density,dens_2242615301342819560,0.185367761129347,-0.0037547580742926
24499,19,n14,[#6:1],epsilon,NCCO,c1ccncc1,EnthalpyOfMixing,dhmix_783614050589043390,-41.63652406485188,-0.0036985773703129
24031,19,n14,[#6:1],epsilon,CCCOC(=O)CC,ClCCCl,Density,dens_1025242301432619836,0.2110625749453666,-0.003673262094939
21475,19,n14,[#6:1],epsilon,C1CCOCC1,O=C1CCCC1,Density,dens_579415285212890284,0.1359021213601234,-0.0036591035667486
24067,19,n14,[#6:1],epsilon,CCCOC(=O)CC,ClCCCl,Density,dens_1654149510571748883,0.284617249355114,-0.0036548856050607
12619,19,n14,[#6:1],epsilon,CCCCCC(C)=O,CCCNCCC,Density,dens_1237727796782189302,0.224345821520381,-0.0036384799810669
37927,19,n14,[#6:1],epsilon,BrCCBr,CCOC=O,Density,dens_931039395662625393,0.3501867622173323,-0.0036043267905786
28099,19,n14,[#6:1],epsilon,CN(C)C=O,ClCCCCCl,Density,dens_1571926938169630329,0.1190118395098036,-0.0035859776296388
1675,19,n14,[#6:1],epsilon,C1CCOCC1,Cc1ccccc1N,Density,dens_2171966897328079405,1.127696771216466,-0.0035633786538254
13159,19,n14,[#6:1],epsilon,CCOC(=O)CC(=O)OCC,CO,EnthalpyOfMixing,dhmix_1053189657313504079,12.040090741990994,-0.0035101114791948
14707,19,n14,[#6:1],epsilon,CNc1ccccc1,Cc1ccccc1,EnthalpyOfMixing,dhmix_1213795502778853356,-6.4120169647064245,-0.003469474707014
14887,19,n14,[#6:1],epsilon,CC#N,c1ccccc1,EnthalpyOfMixing,dhmix_730497723685339496,7.36012154809589,-0.0034616427378019
6247,19,n14,[#6:1],epsilon,CCC(C)=O,CCN(CC)CC,Density,dens_544322850735592196,0.2163966513426516,-0.0034455398691671
37963,19,n14,[#6:1],epsilon,BrCCBr,CCOC=O,EnthalpyOfMixing,dhmix_1379448524788285045,10.899685557283242,-0.0033923946491568
19783,19,n14,[#6:1],epsilon,CC(=O)N(C)C,CCCCCCCCCl,Density,dens_1549584991651515376,0.1229976799532669,-0.0033548976754496
34723,19,n14,[#6:1],epsilon,CN1CCCC1=O,Cc1ccccc1,EnthalpyOfMixing,dhmix_1759507684169085916,-10.5120623332556,-0.0033103168487579
17407,19,n14,[#6:1],epsilon,C1COCCO1,CCCC(C)=O,Density,dens_237912652331354824,0.1843921212870219,-0.0033088795635211
22843,19,n14,[#6:1],epsilon,C1CCOCC1,CCCCCC(C)=O,Density,dens_1074719884132299485,0.149427217881294,-0.0032910585664855
5779,19,n14,[#6:1],epsilon,CCO,CCOC(=O)CC(C)=O,EnthalpyOfMixing,dhmix_546962203716710778,11.53362177593526,-0.0032901476312356
35047,19,n14,[#6:1],epsilon,CN1CCCC1=O,ClCCCCCCCl,Density,dens_1896555095774116819,0.1567938522050508,-0.0032605764771411
739,19,n14,[#6:1],epsilon,C1CCCCC1,CN1CCCC1=O,Density,dens_1375048033230012198,0.09102979373102,-0.0032447916045946
8947,19,n14,[#6:1],epsilon,CCC(C)=O,CNc1ccccc1,Density,dens_2039660657679820411,1.1282797712561106,-0.0032336371193798
31483,19,n14,[#6:1],epsilon,CCCCCC(C)=O,CCCCNCCCC,Density,dens_2113849591242853193,0.199326537243004,-0.0032009611582928
28711,19,n14,[#6:1],epsilon,C1COCO1,Cc1ccccc1Cl,Density,dens_731520844601672570,1.7124777068876735,-0.0031814380012458
33391,19,n14,[#6:1],epsilon,Cc1ccccc1N,Cc1ccncc1,Density,dens_1148106102021344214,1.3340218026977024,-0.0031413582983312
6535,19,n14,[#6:1],epsilon,C1CCCCC1,c1ccccc1,EnthalpyOfMixing,dhmix_1824194485055356086,-10.164830965676344,-0.0031158039884644
13411,19,n14,[#6:1],epsilon,CC(=O)N(C)C,ClCCCCCl,Density,dens_600718364672681210,0.0918237109061048,-0.0031104809601956
39403,19,n14,[#6:1],epsilon,CCC(C)=O,CN1CCCC1=O,EnthalpyOfMixing,dhmix_1468142552678388689,-7.53493180293691,-0.0030914984687904
30763,19,n14,[#6:1],epsilon,C1CCCCC1,c1cc[nH]c1,Density,dens_1463337814181203578,0.0812170055332665,-0.0030857473106648
14095,19,n14,[#6:1],epsilon,CCCOC=O,ClCCCl,EnthalpyOfMixing,dhmix_1971772628311560569,-5.637051250858249,-0.0030516090354954
14743,19,n14,[#6:1],epsilon,CNc1ccccc1,Cc1ccccc1,EnthalpyOfMixing,dhmix_1321810550349826496,-7.779838623631406,-0.0030313190214619
8083,19,n14,[#6:1],epsilon,CC(=O)N(C)C,ClCCCl,EnthalpyOfMixing,dhmix_2201663021806040380,-5.344970445340564,-0.0030254305039063
16003,19,n14,[#6:1],epsilon,C1COCO1,CCCCCC(C)=O,Density,dens_839548343309182157,0.2125713801593671,-0.0029214596928815
30691,19,n14,[#6:1],epsilon,C1CCCCC1,c1cc[nH]c1,EnthalpyOfMixing,dhmix_597694390671293228,-32.009463324696526,-0.00292088097196
4771,19,n14,[#6:1],epsilon,CCCCCCCCCl,CN(C)C=O,Density,dens_1865569264533219410,0.1382057031087414,-0.002911089229341
23779,19,n14,[#6:1],epsilon,COC=O,ClCCCCl,Density,dens_1665007650151393058,0.1412689981998052,-0.0028603083869232
10855,19,n14,[#6:1],epsilon,OCCOCCO,OCc1ccccc1,Density,dens_207017358130726789,0.8466238580175351,-0.0028379733592577
847,19,n14,[#6:1],epsilon,C1CCCCC1,CN1CCCC1=O,EnthalpyOfMixing,dhmix_1683219349338278021,-4.415117696210302,-0.0027574507466793
27199,19,n14,[#6:1],epsilon,BrCCBr,CCCCOC(=O)CCC,Density,dens_846614854165535724,0.2124895486695562,-0.0027340560843687
20899,19,n14,[#6:1],epsilon,BrCCBr,CCC(=O)OC,EnthalpyOfMixing,dhmix_1596310059176209101,9.92960178030743,-0.002704260316999
36955,19,n14,[#6:1],epsilon,CCCOC=O,ClCCCCl,Density,dens_1998603470347754754,0.131278284118982,-0.0027038614938525
33319,19,n14,[#6:1],epsilon,Cc1ccccc1N,Cc1ccncc1,EnthalpyOfMixing,dhmix_727678512066874384,9.25590745615321,-0.0026665761016849
1423,19,n14,[#6:1],epsilon,CCOC(C)(C)C,Cc1ccccc1,EnthalpyOfMixing,dhmix_1374163681483564129,8.177298286943397,-0.002663059845345
19387,19,n14,[#6:1],epsilon,CC(C)=O,CCO,Density,dens_472577738907297293,0.2170940549220803,-0.0026627689496875
35947,19,n14,[#6:1],epsilon,CCCCCCCCCl,CN1CCCC1=O,Density,dens_2177162670107081086,0.1241224148536557,-0.0026384438109007
37999,19,n14,[#6:1],epsilon,BrCCBr,CCOC=O,EnthalpyOfMixing,dhmix_1589211680683586133,13.148632854600043,-0.0026283388416919
41023,19,n14,[#6:1],epsilon,CC(=O)N(C)C,CCOC(C)=O,Density,dens_2159432384130350508,0.4104473522402228,-0.0026105044174802
10927,19,n14,[#6:1],epsilon,OCCOCCO,OCc1ccccc1,EnthalpyOfMixing,dhmix_884415658126351430,20.2078463450255,-0.0026052647141283
6463,19,n14,[#6:1],epsilon,C1CCCCC1,c1ccccc1,EnthalpyOfMixing,dhmix_460305358266375837,-12.22388366231432,-0.0025767392219997
20359,19,n14,[#6:1],epsilon,C1COCCO1,CCCCCC(C)=O,Density,dens_377701756930918353,0.1859002798086288,-0.0024729380710714
23635,19,n14,[#6:1],epsilon,C1CCOCC1,O=C1CCCCC1,Density,dens_2134919398794801459,0.08318335390772,-0.0024689553691031
22879,19,n14,[#6:1],epsilon,C1CCOCC1,CCCCCC(C)=O,Density,dens_1427208283653313137,0.1146650745621884,-0.0024306967392975
10279,19,n14,[#6:1],epsilon,CCCCNCCCC,CN(C)C=O,EnthalpyOfMixing,dhmix_1537913365058000269,2.9818998294011223,-0.0023676684753116
3763,19,n14,[#6:1],epsilon,CC(=O)N(C)C,ClCCCCCCCl,Density,dens_2244909992725638206,0.1127819840878287,-0.0023618973629694
33499,19,n14,[#6:1],epsilon,CCCCCCN,CN(C)C=O,Density,dens_671712471159959715,0.2192876943703756,-0.0023217050946271
38719,19,n14,[#6:1],epsilon,CCCNCCC,CN(C)C=O,Density,dens_2129043605695010641,0.1896348722861794,-0.0023129746086438
21187,19,n14,[#6:1],epsilon,CCC(C)=O,CCCCNCCCC,Density,dens_335631113096608920,0.1832815541507355,-0.0022552496751923
10639,19,n14,[#6:1],epsilon,CN1CCCC1=O,ClCCCCCl,Density,dens_872271192908107773,0.0787399335748821,-0.002253717107994
36631,19,n14,[#6:1],epsilon,C1CCOCC1,CCCC(C)=O,Density,dens_801655585640229277,0.0974971123822393,-0.0022486724175403
26983,19,n14,[#6:1],epsilon,CO,COC=O,EnthalpyOfMixing,dhmix_1113631207235753369,2.763807782163098,-0.0022347018914692
3871,19,n14,[#6:1],epsilon,CCOC(=O)C(C)C,CO,Density,dens_1201422771202741625,0.12651078710624,-0.0022016648896951
31519,19,n14,[#6:1],epsilon,CCCCCC(C)=O,CCCCNCCCC,EnthalpyOfMixing,dhmix_2131918011494960609,4.248630413565557,-0.0021982724181599
18415,19,n14,[#6:1],epsilon,CCCCOC(C)=O,c1ccccc1,Density,dens_493354132810710227,0.8279895319599506,-0.0021759002932042
38647,19,n14,[#6:1],epsilon,CCCNCCC,CN(C)C=O,EnthalpyOfMixing,dhmix_1525975551610336413,3.5491689941901328,-0.0020772653553023
18163,19,n14,[#6:1],epsilon,COc1ccccc1,OCCCc1ccccc1,EnthalpyOfMixing,dhmix_271732469428717581,22.011599178631997,-0.0020562051566426
5743,19,n14,[#6:1],epsilon,CCO,CCOC(=O)CC(C)=O,EnthalpyOfMixing,dhmix_65921650414250861,4.162289360373663,-0.0020260241283647
