,Index,Id,SMIRKS,Attribute,smiles_1,smiles_2,property_type,property_id,pval,grad_contribution
7183,19,n14,[#6:1],epsilon,c1cc[nH]c1,c1ccncc1,Density,dens_1187941919350264461,2.1082557344930692,-0.002008760413119
29395,19,n14,[#6:1],epsilon,CCCCO,OC1=NCCC1,EnthalpyOfMixing,dhmix_566259260175961973,-2.805180087282295,-0.0020078143873174
13231,19,n14,[#6:1],epsilon,CCOC(=O)CC(=O)OCC,CO,Density,dens_1145191816882985532,0.3414295900003309,-0.0019994404659065
11683,19,n14,[#6:1],epsilon,BrCCCBr,CCCCOC(=O)CCC,EnthalpyOfMixing,dhmix_157983773008192768,2.8700558406854686,-0.0019943600640033
23095,19,n14,[#6:1],epsilon,CCCCC,CCCCOC=O,Density,dens_635752291929824010,0.1629042964469825,-0.0019906994529007
26947,19,n14,[#6:1],epsilon,CO,COC=O,Density,dens_750646162221180186,0.07412615811871,-0.0019895929653495
37711,19,n14,[#6:1],epsilon,CCCC(=O)OC,COC(C)=O,Density,dens_929806754028972955,0.3641983954500954,-0.0019587405791118
25687,19,n14,[#6:1],epsilon,CCCCCCCl,CN(C)C=O,EnthalpyOfMixing,dhmix_1150917243327149472,-5.234147829099953,-0.0019564593689598
8983,19,n14,[#6:1],epsilon,C=CCCCC,CCCCO,EnthalpyOfMixing,dhmix_112832411362526364,-4.896351696718273,-0.00195238195352
37639,19,n14,[#6:1],epsilon,CN(CCO)CCO,c1ccncc1,EnthalpyOfMixing,dhmix_2085036308089359597,-6.242679489050772,-0.0019332363732005
27523,19,n14,[#6:1],epsilon,O,OC1=NCCC1,EnthalpyOfMixing,dhmix_1895825007089845103,-1.0955806879602452,-0.001920034794183
9739,19,n14,[#6:1],epsilon,COc1ccccc1,OCc1ccccc1,EnthalpyOfMixing,dhmix_1342325728364187329,5.99501592146666,-0.0019184773029179
28135,19,n14,[#6:1],epsilon,CN(C)C=O,ClCCCCCl,EnthalpyOfMixing,dhmix_1989422051580285053,-1.8443254281169672,-0.0019074307125036
20827,19,n14,[#6:1],epsilon,BrCCBr,CCC(=O)OC,EnthalpyOfMixing,dhmix_1410129135672303476,3.538932631986583,-0.0018852134201251
25651,19,n14,[#6:1],epsilon,CCCCCCCl,CN(C)C=O,Density,dens_1134260732394863277,0.0845239102754886,-0.0018763621690583
27271,19,n14,[#6:1],epsilon,BrCCBr,CCCCOC(=O)CCC,EnthalpyOfMixing,dhmix_2153957437015117204,2.437601570695989,-0.001869082047654
25075,19,n14,[#6:1],epsilon,COC=O,ClCCCl,Density,dens_436049638479549968,0.3353452929802059,-0.0018646481750567
25003,19,n14,[#6:1],epsilon,CCCCCC(C)=O,CCN(CC)CC,Density,dens_1887829851815986883,0.1633414338096851,-0.0018628888428287
24967,19,n14,[#6:1],epsilon,CCCCCC(C)=O,CCN(CC)CC,EnthalpyOfMixing,dhmix_1001984601109558110,6.603462109621137,-0.0018594566650343
30295,19,n14,[#6:1],epsilon,c1cc[nH]c1,c1ccccc1,EnthalpyOfMixing,dhmix_1101447260293284221,32.91568516406295,-0.0018153246937132
12655,19,n14,[#6:1],epsilon,BrCCBr,CCOC(=O)CC,Density,dens_168376639142843665,0.3465190747385774,-0.0017960362701148
31375,19,n14,[#6:1],epsilon,CCCCCC(C)=O,CCCCNCCCC,EnthalpyOfMixing,dhmix_1051001364116056564,6.8585243353954155,-0.001755431771449
1495,19,n14,[#6:1],epsilon,CCOC(C)(C)C,Cc1ccccc1,EnthalpyOfMixing,dhmix_1982853461678580310,5.090449729449816,-0.0017120749478687
6859,19,n14,[#6:1],epsilon,C1COCO1,O=C1CCCC1,Density,dens_192935635984964537,0.2075872114155544,-0.0017049753287761
12367,19,n14,[#6:1],epsilon,Clc1ccccc1,c1ccccc1,EnthalpyOfMixing,dhmix_2008892820486470381,15.29908164205736,-0.0016795911046528
2683,19,n14,[#6:1],epsilon,CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,CCO,EnthalpyOfMixing,dhmix_287041928444283276,4.438095296668252,-0.0016737922625782
19675,19,n14,[#6:1],epsilon,CC(=O)N(C)C,CCCCCCCCCl,Density,dens_313234519309892479,0.0836991793867632,-0.0016556496377128
29575,19,n14,[#6:1],epsilon,CCCCO,OC1=NCCC1,Density,dens_2101998760005952263,0.1013069395557152,-0.0016261749370925
9019,19,n14,[#6:1],epsilon,C=CCCCC,CCCCO,EnthalpyOfMixing,dhmix_385937725855980509,-5.628620905124009,-0.0016210860237061
17587,19,n14,[#6:1],epsilon,C1COCCO1,CCCC(C)=O,EnthalpyOfMixing,dhmix_2196150660196365471,-12.841171677684857,-0.0016100494796341
14131,19,n14,[#6:1],epsilon,CCCOC=O,ClCCCl,EnthalpyOfMixing,dhmix_2087301877194561078,-3.911053389014011,-0.001603142151937
12511,19,n14,[#6:1],epsilon,CCCCCC(C)=O,CCCNCCC,Density,dens_286521458049436805,0.136754575931495,-0.0015914492893998
6319,19,n14,[#6:1],epsilon,CCC(C)=O,CCN(CC)CC,EnthalpyOfMixing,dhmix_935249702283890201,5.10083570824677,-0.0015671150329322
26155,19,n14,[#6:1],epsilon,CC(=O)N(C)C,CCCCCCCl,Density,dens_1720641323575133011,0.0665577254609836,-0.0015586296852074
40051,19,n14,[#6:1],epsilon,CCCCC(=O)OC,COC=O,EnthalpyOfMixing,dhmix_1491739683552461043,11.595096499819547,-0.0015229834922896
4843,19,n14,[#6:1],epsilon,CCCCCCCCCl,CN(C)C=O,EnthalpyOfMixing,dhmix_2175249209874409534,-5.2929842506923706,-0.0015199128221024
5995,19,n14,[#6:1],epsilon,C1COCCO1,O=C1CCCC1,Density,dens_225413782402822877,0.1160360267870082,-0.0014951361087886
13951,19,n14,[#6:1],epsilon,CCCOC=O,ClCCCl,Density,dens_194492664772262961,0.3003642270341567,-0.001493476152641
12727,19,n14,[#6:1],epsilon,BrCCBr,CCOC(=O)CC,EnthalpyOfMixing,dhmix_1078383344298013541,10.052606236422534,-0.0014742192155583
23851,19,n14,[#6:1],epsilon,COC=O,ClCCCCl,EnthalpyOfMixing,dhmix_2121310957223924646,-2.7525632792730317,-0.0014699184829671
8299,19,n14,[#6:1],epsilon,CCCCCCCl,CN1CCCC1=O,Density,dens_1366683244756558841,0.0732999666378067,-0.0014669651313201
27127,19,n14,[#6:1],epsilon,BrCCBr,CCCCOC(=O)CCC,EnthalpyOfMixing,dhmix_497300242003673148,2.3753155812511153,-0.0014613395913457
4735,19,n14,[#6:1],epsilon,CCCCCCCCCl,CN(C)C=O,Density,dens_1830564734879843336,0.0839203909019099,-0.0014494515546116
17803,19,n14,[#6:1],epsilon,C1CCOCC1,c1ccccc1,EnthalpyOfMixing,dhmix_1407142629314355761,-3.5528302467197648,-0.0014084426945383
8371,19,n14,[#6:1],epsilon,C1COCCO1,O=C1CCCCCC1,Density,dens_229535957420918177,0.0981314285356493,-0.0013796521868214
36847,19,n14,[#6:1],epsilon,CCCOC=O,ClCCCCl,EnthalpyOfMixing,dhmix_814516627068967115,-2.9054667405978893,-0.0013666498525261
17623,19,n14,[#6:1],epsilon,C1CCOCC1,c1ccccc1,EnthalpyOfMixing,dhmix_243334109655928306,-9.187880503475618,-0.0013620624628112
34507,19,n14,[#6:1],epsilon,BrCCCBr,COC(C)=O,EnthalpyOfMixing,dhmix_691866222529030049,5.5077685303958575,-0.0013526748211917
36235,19,n14,[#6:1],epsilon,CCOc1ccccc1,OCc1ccccc1,EnthalpyOfMixing,dhmix_966435122735090568,19.798557969909098,-0.0013363499607571
12763,19,n14,[#6:1],epsilon,BrCCBr,CCOC(=O)CC,EnthalpyOfMixing,dhmix_1103515663691342839,2.5765398365768704,-0.001336112275819
29215,19,n14,[#6:1],epsilon,CCCCC(=O)OC,COC(C)=O,Density,dens_961692445804333991,0.3221818740900294,-0.0013229654108893
30871,19,n14,[#6:1],epsilon,C1CCCCC1,c1cc[nH]c1,EnthalpyOfMixing,dhmix_1709124910710738018,-26.291926181677127,-0.0013222002712868
39583,19,n14,[#6:1],epsilon,C1CCOCC1,Cc1ccncc1,EnthalpyOfMixing,dhmix_1427533760370073434,16.060415377179595,-0.0012592287431727
23491,19,n14,[#6:1],epsilon,C1CCOCC1,O=C1CCCCC1,EnthalpyOfMixing,dhmix_709905971434026360,7.482731241322668,-0.0012425912872182
35803,19,n14,[#6:1],epsilon,CCCCCCCCCl,CN1CCCC1=O,EnthalpyOfMixing,dhmix_1273186684325800862,-1.633368772881575,-0.0012412111869899
35299,19,n14,[#6:1],epsilon,CN(C)C=O,ClCCCCCCCl,Density,dens_2171945276872385012,0.0772428947253802,-0.0011960386914047
37819,19,n14,[#6:1],epsilon,CCCC(=O)OC,COC(C)=O,Density,dens_1462283017082249050,0.4190885165982104,-0.0011673240934682
4663,19,n14,[#6:1],epsilon,CCCCCCCCCl,CN(C)C=O,EnthalpyOfMixing,dhmix_47323681380989568,-5.745515798526448,-0.0011606628996638
9091,19,n14,[#6:1],epsilon,C=CCCCC,CCCCO,Density,dens_1053849773924337242,0.0925686031132596,-0.001152028640977
9775,19,n14,[#6:1],epsilon,COc1ccccc1,OCc1ccccc1,EnthalpyOfMixing,dhmix_1596550872819493971,14.156150489509656,-0.0011376736374309
37891,19,n14,[#6:1],epsilon,CCCC(=O)OC,COC(C)=O,EnthalpyOfMixing,dhmix_1615966506855005599,6.758708779014,-0.0011264672739692
24247,19,n14,[#6:1],epsilon,CCCCC,CCOC=O,Density,dens_1159257310358090227,0.0893811590855763,-0.0011142796642487
20035,19,n14,[#6:1],epsilon,BrCCBr,COC(C)=O,EnthalpyOfMixing,dhmix_1222511035002547253,2.469005705169778,-0.001078755865415
38575,19,n14,[#6:1],epsilon,CCCNCCC,CN(C)C=O,EnthalpyOfMixing,dhmix_972091313059406932,1.4197588627110989,-0.0010275762661554
37855,19,n14,[#6:1],epsilon,CCCC(=O)OC,COC(C)=O,EnthalpyOfMixing,dhmix_1514470349370367756,7.82206329203504,-0.001022967744123
38107,19,n14,[#6:1],epsilon,BrCCBr,CCOC=O,EnthalpyOfMixing,dhmix_2225135654541562913,4.010193704724646,-0.0010202978480569
35011,19,n14,[#6:1],epsilon,CN1CCCC1=O,ClCCCCCCCl,Density,dens_1483670447992291960,0.065657339097314,-0.0010121082333665
33355,19,n14,[#6:1],epsilon,Cc1ccccc1N,Cc1ccncc1,EnthalpyOfMixing,dhmix_860941552641107708,3.508172975291614,-0.0010097680974695
10315,19,n14,[#6:1],epsilon,CCCCNCCCC,CN(C)C=O,EnthalpyOfMixing,dhmix_1965420976556284821,1.002931567455441,-0.0009998451619674
30403,19,n14,[#6:1],epsilon,c1cc[nH]c1,c1ccccc1,EnthalpyOfMixing,dhmix_2080652523589171296,10.62863837313796,-0.0009771473591282
32851,19,n14,[#6:1],epsilon,CC(C)=O,CNc1ccccc1,EnthalpyOfMixing,dhmix_637657437173907469,5.358573381164888,-0.0009762030517959
17515,19,n14,[#6:1],epsilon,C1COCCO1,CCCC(C)=O,Density,dens_2079717107234551519,0.1051558118055154,-0.0009750317092546
10351,19,n14,[#6:1],epsilon,CCCCNCCCC,CN(C)C=O,Density,dens_2298192241038151497,0.1001570353278738,-0.0009588867242144
1819,19,n14,[#6:1],epsilon,CCCCCl,CN(C)C=O,EnthalpyOfMixing,dhmix_1315230298567753558,-3.0970187690867377,-0.0009333486654318
39943,19,n14,[#6:1],epsilon,CCOc1ccccc1,OCCc1ccccc1,EnthalpyOfMixing,dhmix_2203675640711482674,25.499857965484125,-0.0009211536640884
31411,19,n14,[#6:1],epsilon,CCCCCC(C)=O,CCCCNCCCC,Density,dens_1087422962538109584,0.0950194070160376,-0.0009067454092511
1315,19,n14,[#6:1],epsilon,CCOC(C)(C)C,Cc1ccccc1,Density,dens_8507121971977381,0.9553384604246145,-0.0008831956964089
39475,19,n14,[#6:1],epsilon,CCC(C)=O,CN1CCCC1=O,EnthalpyOfMixing,dhmix_1746826813990258300,-3.2894896513498395,-0.0008734352439177
7831,19,n14,[#6:1],epsilon,C1CCOCC1,Cc1ccccn1,EnthalpyOfMixing,dhmix_1841520238596708010,4.54206835844494,-0.0008341705403104
6175,19,n14,[#6:1],epsilon,CCC(C)=O,CCN(CC)CC,EnthalpyOfMixing,dhmix_73322629991074290,2.030054270158683,-0.0008045381122325
25039,19,n14,[#6:1],epsilon,CCCCCC(C)=O,CCN(CC)CC,EnthalpyOfMixing,dhmix_2085744568401562111,2.3138983640995647,-0.0008031583522846
12691,19,n14,[#6:1],epsilon,BrCCBr,CCOC(=O)CC,EnthalpyOfMixing,dhmix_897092526028522426,1.9175758819988893,-0.0007996446546491
16039,19,n14,[#6:1],epsilon,C1COCO1,CCCCCC(C)=O,EnthalpyOfMixing,dhmix_1519451899562488304,-5.606215546413829,-0.0007909245129081
19711,19,n14,[#6:1],epsilon,CC(=O)N(C)C,CCCCCCCCCl,EnthalpyOfMixing,dhmix_444785917463403590,-2.7960418908763245,-0.0007803019213192
32023,19,n14,[#6:1],epsilon,CCC(C)=O,CCCNCCC,Density,dens_674236159588910357,0.0863235172771352,-0.0007701395796399
9127,19,n14,[#6:1],epsilon,C=CCCCC,CCCCO,EnthalpyOfMixing,dhmix_1436053809694490847,-1.8554450832641225,-0.000769490997432
29251,19,n14,[#6:1],epsilon,CCCCC(=O)OC,COC(C)=O,Density,dens_1493380961688632529,0.3580835759550471,-0.0007641511180699
13771,19,n14,[#6:1],epsilon,C1COCCO1,Cc1ccccc1Cl,Density,dens_242592003865933955,0.5030517214278044,-0.0007530136247642
35911,19,n14,[#6:1],epsilon,CCCCCCCCCl,CN1CCCC1=O,Density,dens_2167805246575708222,0.0478003474612951,-0.0007502267262365
33535,19,n14,[#6:1],epsilon,CCCCCCN,CN(C)C=O,EnthalpyOfMixing,dhmix_791979567859859400,-4.431154448461662,-0.0007404009099808
32959,19,n14,[#6:1],epsilon,CC(C)=O,CNc1ccccc1,EnthalpyOfMixing,dhmix_1052042310023734389,2.088160534680995,-0.0007359675230081
36127,19,n14,[#6:1],epsilon,C1COCCO1,O=C1CCCCC1,Density,dens_1556646832168598904,0.0632034156863822,-0.0007252566014024
22123,19,n14,[#6:1],epsilon,C1CCOCC1,Cc1cccnc1,EnthalpyOfMixing,dhmix_2075643137470349800,11.320686559089523,-0.0007110332426187
39691,19,n14,[#6:1],epsilon,C1CCOCC1,Cc1ccncc1,EnthalpyOfMixing,dhmix_1854625047398559527,5.400773584425421,-0.0007090358820952
18127,19,n14,[#6:1],epsilon,C1CCOCC1,Cc1ccccc1,EnthalpyOfMixing,dhmix_1508130989501940613,-5.5427768537407545,-0.0007020909537669
36883,19,n14,[#6:1],epsilon,CCCOC=O,ClCCCCl,Density,dens_853749747181024442,0.2404096766936171,-0.0006685773220554
38323,19,n14,[#6:1],epsilon,C1COCO1,CCCC(C)=O,EnthalpyOfMixing,dhmix_2113009728753201792,-3.523939867820044,-0.0006556485598092
5023,19,n14,[#6:1],epsilon,BrCCCBr,COC=O,EnthalpyOfMixing,dhmix_2252268161220427112,-6.1712926897940505,-0.0006432018460613
6211,19,n14,[#6:1],epsilon,CCC(C)=O,CCN(CC)CC,Density,dens_317201778138256714,0.0883369585465063,-0.0006276253614057
23131,19,n14,[#6:1],epsilon,CCCCC,CCCCOC=O,EnthalpyOfMixing,dhmix_869493303716364153,-2.2189212438920833,-0.0006261002278543
32131,19,n14,[#6:1],epsilon,CCC(C)=O,CCCNCCC,EnthalpyOfMixing,dhmix_2102794241345605516,1.0141159345805733,-0.0006196817878247
20323,19,n14,[#6:1],epsilon,C1COCCO1,CCCCCC(C)=O,Density,dens_321327254341950207,0.0742395034247215,-0.0006144321157383
775,19,n14,[#6:1],epsilon,C1CCCCC1,CN1CCCC1=O,EnthalpyOfMixing,dhmix_1563298635135474599,-1.5548565389322846,-0.0006043848772583
23059,19,n14,[#6:1],epsilon,CCCCC,CCCCOC=O,Density,dens_435201289177646286,0.147914938937535,-0.000603744638149
12583,19,n14,[#6:1],epsilon,CCCCCC(C)=O,CCCNCCC,EnthalpyOfMixing,dhmix_1180133264815330249,2.1981458553702637,-0.0006002392927697
29899,19,n14,[#6:1],epsilon,CC(C)OC(C)C,Cc1ccccc1,EnthalpyOfMixing,dhmix_1045652173440309018,12.76819180542872,-0.0005997481993883
38143,19,n14,[#6:1],epsilon,C1COCO1,CCCC(C)=O,EnthalpyOfMixing,dhmix_933824509566848172,-3.743703292204131,-0.0005882343029675
12475,19,n14,[#6:1],epsilon,CCCCCC(C)=O,CCCNCCC,EnthalpyOfMixing,dhmix_181797488552739205,1.4014969476272103,-0.0005724671735811
2503,19,n14,[#6:1],epsilon,C=CCCCC,CCCO,EnthalpyOfMixing,dhmix_829065315899278784,-1.9012785388633375,-0.0005537562428102
6283,19,n14,[#6:1],epsilon,CCC(C)=O,CCN(CC)CC,EnthalpyOfMixing,dhmix_690665189446107141,0.9642440799116514,-0.0005491044653268
38215,19,n14,[#6:1],epsilon,C1COCO1,CCCC(C)=O,EnthalpyOfMixing,dhmix_1386053902220878259,-3.920141048601991,-0.0005419172140435
28531,19,n14,[#6:1],epsilon,CC(C)CC(C)(C)C,CCCC(=O)OC,EnthalpyOfMixing,dhmix_1614087501371550297,-0.9559831598100228,-0.0005260604001297
4195,19,n14,[#6:1],epsilon,CCO,Cc1cccc(O)c1,EnthalpyOfMixing,dhmix_1871939727966182523,-2.345240565589606,-0.0005180318833018
20503,19,n14,[#6:1],epsilon,C1COCCO1,CCCCCC(C)=O,EnthalpyOfMixing,dhmix_2222211577832383320,15.01889814485844,-0.0005145575003681
38287,19,n14,[#6:1],epsilon,C1COCO1,CCCC(C)=O,Density,dens_1979377813631413053,0.2113344484175889,-0.0005135727525189
13267,19,n14,[#6:1],epsilon,CCOC(=O)CC(=O)OCC,CO,EnthalpyOfMixing,dhmix_1394433819711651760,9.338508247531006,-0.0004786712337939
3835,19,n14,[#6:1],epsilon,CCOC(=O)C(C)C,CO,Density,dens_508877804306927207,0.1996004936421528,-0.0004770162955642
24895,19,n14,[#6:1],epsilon,CCCCCC(C)=O,CCN(CC)CC,Density,dens_651921010645567431,0.068595511027618,-0.0004723883066516
40591,19,n14,[#6:1],epsilon,CC(C)CO,OC1=NCCC1,EnthalpyOfMixing,dhmix_2273039716774959551,-0.2885827228220279,-0.0004703298872684
21259,19,n14,[#6:1],epsilon,CCC(C)=O,CCCCNCCCC,Density,dens_800787154192710377,0.0740752043953359,-0.0004547905671912
22987,19,n14,[#6:1],epsilon,C1CCOCC1,CCCCCC(C)=O,EnthalpyOfMixing,dhmix_2296263041755700053,-3.3685492713945635,-0.0004469032686202
12547,19,n14,[#6:1],epsilon,CCCCCC(C)=O,CCCNCCC,Density,dens_740930494074770103,0.0611489325781469,-0.0004398894668321
12295,19,n14,[#6:1],epsilon,Clc1ccccc1,c1ccccc1,EnthalpyOfMixing,dhmix_1485547099225054006,6.5512718354654,-0.0004340416146334
25759,19,n14,[#6:1],epsilon,CCCCCCCl,CN(C)C=O,EnthalpyOfMixing,dhmix_1262474968830454367,-1.1059994006753744,-0.0004331479636873
28819,19,n14,[#6:1],epsilon,C1COCO1,Cc1ccccc1Cl,EnthalpyOfMixing,dhmix_1924685013370154802,-17.87609881636842,-0.0004322333378608
40663,19,n14,[#6:1],epsilon,CC(C)CC(C)(C)C,COC(C)=O,EnthalpyOfMixing,dhmix_1534218615961922445,-1.1304017274475555,-0.00043214788287
15571,19,n14,[#6:1],epsilon,CCCC#N,c1ccccc1,EnthalpyOfMixing,dhmix_1123099162248680479,11.418552633723536,-0.0004203871914933
23023,19,n14,[#6:1],epsilon,CCCCC,CCCCOC=O,EnthalpyOfMixing,dhmix_357499987240135169,-1.8238942652515144,-0.0004170484076581
38611,19,n14,[#6:1],epsilon,CCCNCCC,CN(C)C=O,EnthalpyOfMixing,dhmix_1037416167092316519,0.4698342771983448,-0.0004126852109224
38683,19,n14,[#6:1],epsilon,CCCNCCC,CN(C)C=O,Density,dens_1610465641813938660,0.0613034598520231,-0.0003954194135778
37747,19,n14,[#6:1],epsilon,CCCC(=O)OC,COC(C)=O,EnthalpyOfMixing,dhmix_1093843275803987368,2.806239857777996,-0.0003900629175547
31555,19,n14,[#6:1],epsilon,C1CCOCC1,Cc1ccccc1C,EnthalpyOfMixing,dhmix_618866445574413387,-3.710611228374731,-0.0003823494971434
33247,19,n14,[#6:1],epsilon,CC(C)CC(C)(C)C,CCCCC(=O)OC,EnthalpyOfMixing,dhmix_1888614200283593194,-0.5797819543874887,-0.0003815421020046
16075,19,n14,[#6:1],epsilon,C1COCO1,CCCCCC(C)=O,EnthalpyOfMixing,dhmix_1874814461447958752,-3.4799545956038003,-0.0003729046413243
27595,19,n14,[#6:1],epsilon,BrCCBr,COC=O,EnthalpyOfMixing,dhmix_523129341332875255,-5.22379120733612,-0.0003713376721885
34975,19,n14,[#6:1],epsilon,CN1CCCC1=O,ClCCCCCCCl,EnthalpyOfMixing,dhmix_916885053388204545,-0.9467932446881716,-0.0003649358587786
7615,19,n14,[#6:1],epsilon,CC(C)=O,Nc1ccccc1,EnthalpyOfMixing,dhmix_1577476208805542019,-2.90097865461307,-0.000364317207815
33067,19,n14,[#6:1],epsilon,CC(C)CC(C)(C)C,CCCCC(=O)OC,Density,dens_650566412384126439,0.2428376090929077,-0.0003510903683854
17443,19,n14,[#6:1],epsilon,C1COCCO1,CCCC(C)=O,EnthalpyOfMixing,dhmix_951401191616771155,-2.460365878540238,-0.0003509435736437
29071,19,n14,[#6:1],epsilon,CCCCC(=O)OC,COC(C)=O,Density,dens_562489367284385084,0.5224583965303324,-0.0003418037747673
703,19,n14,[#6:1],epsilon,C1CCCCC1,CN1CCCC1=O,EnthalpyOfMixing,dhmix_1335365307191460458,-1.0396046386382911,-0.0003090239186749
30187,19,n14,[#6:1],epsilon,CN1CCCC1=O,c1ccncc1,EnthalpyOfMixing,dhmix_1933003504821603087,-9.06515292465096,-0.0003056054254695
25867,19,n14,[#6:1],epsilon,CCOCCO,c1ccccc1,EnthalpyOfMixing,dhmix_501726034520661035,-4.308327125644695,-0.0002991836871934
5095,19,n14,[#6:1],epsilon,CC(=O)CC(C)C,CCC(C)(C)O,Density,dens_52148744845178727,0.2346829123244509,-0.0002928035698831
21403,19,n14,[#6:1],epsilon,C1CCOCC1,O=C1CCCC1,EnthalpyOfMixing,dhmix_335934546122425398,1.2795541570576958,-0.0002919400070814
4699,19,n14,[#6:1],epsilon,CCCCCCCCCl,CN(C)C=O,EnthalpyOfMixing,dhmix_620291288515939248,-0.953927332301406,-0.0002875385070434
29107,19,n14,[#6:1],epsilon,CCCCC(=O)OC,COC(C)=O,EnthalpyOfMixing,dhmix_814771684244180933,6.490402992065128,-0.0002857265140313
2575,19,n14,[#6:1],epsilon,C=CCCCC,CCCO,EnthalpyOfMixing,dhmix_2167083041249157622,-1.324204753807976,-0.000278682286235
10891,19,n14,[#6:1],epsilon,OCCOCCO,OCc1ccccc1,EnthalpyOfMixing,dhmix_638869206909151198,-15.29169438511508,-0.0002748545242685
10207,19,n14,[#6:1],epsilon,CCCCNCCCC,CN(C)C=O,Density,dens_586298674852090193,0.0653623607895413,-0.000271507577305
36739,19,n14,[#6:1],epsilon,C1CCOCC1,CCCC(C)=O,EnthalpyOfMixing,dhmix_1531586108535895092,-2.729257752971556,-0.0002686677180295
18631,19,n14,[#6:1],epsilon,C1CCOCC1,Cc1ccccc1Cl,EnthalpyOfMixing,dhmix_818597523255588519,3.5311879800787978,-0.000268667643688
3691,19,n14,[#6:1],epsilon,CC(=O)N(C)C,ClCCCCCCCl,EnthalpyOfMixing,dhmix_1114659247517686326,-2.5374985579151996,-0.0002623732920196
40123,19,n14,[#6:1],epsilon,CCCCC(=O)OC,COC=O,EnthalpyOfMixing,dhmix_1990853348078771210,16.234675974578053,-0.0002372955216426
13375,19,n14,[#6:1],epsilon,CC(=O)N(C)C,ClCCCCCl,EnthalpyOfMixing,dhmix_591740475541975327,-0.3722045140883239,-0.0002263975332244
1171,19,n14,[#6:1],epsilon,OCCO,OCc1ccccc1,Density,dens_1105173553343721111,0.3841255676212975,-0.0002199895988833
8407,19,n14,[#6:1],epsilon,C1COCCO1,O=C1CCCCCC1,EnthalpyOfMixing,dhmix_1101001475632451077,3.479127027727287,-0.0002186154336857
31447,19,n14,[#6:1],epsilon,CCCCCC(C)=O,CCCCNCCCC,Density,dens_1830187222448876426,0.0493661496648152,-0.0002111947711027
24463,19,n14,[#6:1],epsilon,NCCO,c1ccncc1,EnthalpyOfMixing,dhmix_607563797490786343,8.836904624031163,-0.0002087732582365
29143,19,n14,[#6:1],epsilon,CCCCC(=O)OC,COC(C)=O,EnthalpyOfMixing,dhmix_915202362324204655,4.819233339327866,-0.0001904582177425
26119,19,n14,[#6:1],epsilon,CC(=O)N(C)C,CCCCCCCl,EnthalpyOfMixing,dhmix_626564461179097700,-0.8223593057316894,-0.0001901282284005
919,19,n14,[#6:1],epsilon,BrCCCCBr,COC=O,EnthalpyOfMixing,dhmix_369816950910078034,-0.6425689344826644,-0.0001898694757254
8227,19,n14,[#6:1],epsilon,CCCCCCCl,CN1CCCC1=O,EnthalpyOfMixing,dhmix_840847840731542643,-0.3149283052172151,-0.00018216072777
23671,19,n14,[#6:1],epsilon,COC=O,ClCCCCl,Density,dens_371429494256072686,0.337652146178905,-0.0001804276927456
37567,19,n14,[#6:1],epsilon,CN(CCO)CCO,c1ccncc1,EnthalpyOfMixing,dhmix_1381513140604048573,17.622213445665793,-0.0001801730217191
1063,19,n14,[#6:1],epsilon,BrCCCCBr,COC=O,EnthalpyOfMixing,dhmix_1802862930607761431,-1.3458843770559668,-0.0001786172826656
24751,19,n14,[#6:1],epsilon,CCCCC(=O)OCC,CCOC(C)=O,EnthalpyOfMixing,dhmix_1322441082145072072,1.071855981836336,-0.0001659309591558
17551,19,n14,[#6:1],epsilon,C1COCCO1,CCCC(C)=O,EnthalpyOfMixing,dhmix_2166059870593139530,-2.597036499108789,-0.0001563163842741
1891,19,n14,[#6:1],epsilon,CCCCCl,CN(C)C=O,EnthalpyOfMixing,dhmix_1976787548784045784,-0.2957635110941368,-0.0001443388642787
7687,19,n14,[#6:1],epsilon,C1CCOCC1,Cc1ccccn1,EnthalpyOfMixing,dhmix_90851537891129625,7.162803327658295,-0.0001425248095845
24859,19,n14,[#6:1],epsilon,CCCCCC(C)=O,CCN(CC)CC,EnthalpyOfMixing,dhmix_419593950323214290,1.9619570177604688,-0.0001421974928109
37783,19,n14,[#6:1],epsilon,CCCC(=O)OC,COC(C)=O,Density,dens_1187818937240241755,0.460446849857223,-0.0001364021114943
19963,19,n14,[#6:1],epsilon,BrCCBr,COC(C)=O,EnthalpyOfMixing,dhmix_545996968666061076,0.3360608976786103,-0.0001350039761841
19099,19,n14,[#6:1],epsilon,CCCCN,CN(C)C=O,EnthalpyOfMixing,dhmix_493117160214491795,6.354670595386985,-0.0001316114461415
33679,19,n14,[#6:1],epsilon,CCCCCCN,CN(C)C=O,EnthalpyOfMixing,dhmix_2271922176351407084,5.622397076068793,-0.0001313009202392
34615,19,n14,[#6:1],epsilon,BrCCCBr,COC(C)=O,EnthalpyOfMixing,dhmix_1380172638999588939,0.6035881099743783,-0.0001281322173079
33607,19,n14,[#6:1],epsilon,CCCCCCN,CN(C)C=O,EnthalpyOfMixing,dhmix_1553880519684715156,7.008214840480932,-0.0001216750292058
15967,19,n14,[#6:1],epsilon,C1COCO1,CCCCCC(C)=O,Density,dens_824084186033535550,0.2066000466073343,-8.734121980602988e-05
26047,19,n14,[#6:1],epsilon,CC(=O)N(C)C,CCCCCCCl,EnthalpyOfMixing,dhmix_466383569529620932,-0.3751101924955264,-8.670638600247982e-05
