,FF,stat,n,mle,stderr,mean,low,high,group
40,v0-k20,RMSE,151,0.0209432873000249,0.002252266122506104,0.02139876494299709,0.017386438019462328,0.025953399803814923,All
41,v0-k20,MUE,151,0.013852981229424832,0.0012642591891407655,0.014435891220560113,0.012080359677969882,0.017032255422123627,All
42,v0-k20,MSE,151,0.003420237887805519,0.0017670123537484967,0.003352328244510182,4.890589165158234e-05,0.006848843118115712,All
43,v0-k20,R2,151,0.992119188815235,0.003019345041680006,0.9913208784323836,0.984213921457074,0.9955808162069653,All
44,v0-k20,rho,151,0.996051800267052,0.0014976659886133763,0.9956108860172066,0.9920478473306116,0.9977943409842165,All
45,v1-k100,RMSE,151,0.024313099107701887,0.0022821571670842843,0.024675008724453464,0.02009634320831219,0.029401836564165864,All
46,v1-k100,MUE,151,0.016404223373687143,0.0014821051395628082,0.016822259411168914,0.014178891351408646,0.019850068981387307,All
47,v1-k100,MSE,151,0.007634631174474124,0.0019071655766680136,0.0076410945152697645,0.0038116079642124857,0.011378497424626408,All
48,v1-k100,R2,151,0.990420427728377,0.003783049300588363,0.9892448814096267,0.980412297428557,0.9946006859273829,All
49,v1-k100,rho,151,0.9951986875636318,0.0017601918727036684,0.9947081195170799,0.9908752368399542,0.997243543588391,All
50,v3-k100,RMSE,151,0.023053456116596847,0.0022709347738773342,0.023394951089585968,0.019511749271196064,0.028218464335789763,All
51,v3-k100,MUE,151,0.015574107140572889,0.0013967052362404693,0.015949303531585402,0.013438927153560955,0.018836291607285924,All
52,v3-k100,MSE,151,0.007076598617790307,0.0017878954646795805,0.007049689629888976,0.003486740189513711,0.010733114143186673,All
53,v3-k100,R2,151,0.9913043156187816,0.003119040069394389,0.9903218902645902,0.9830014441717684,0.9947138580314538,All
54,v3-k100,rho,151,0.9956426646235996,0.0015141331166672034,0.9951350675582746,0.991621478432819,0.9973567735442316,All
0,Null 4-mer AAQAA3-2 + OPC3,RMSE,30,0.0256389498659402,0.0038505197808386595,0.026461999665025968,0.018831407388366368,0.03368526429474145,Alcohol
1,Null 4-mer AAQAA3-2 + OPC3,MUE,30,0.018546840794890898,0.0033094273736431353,0.019934097650856627,0.013820556342175582,0.02711548143568611,Alcohol
2,Null 4-mer AAQAA3-2 + OPC3,MSE,30,0.007332918214831485,0.004641556419123931,0.007301462451328946,-0.0018815293137808497,0.017061814248573896,Alcohol
3,Null 4-mer AAQAA3-2 + OPC3,R2,30,0.9661190909634734,0.01246603491625012,0.9635900803597117,0.9364449123279295,0.9835641380147783,Alcohol
4,Null 4-mer AAQAA3-2 + OPC3,rho,30,0.982913572479022,0.007048524361115821,0.9809561666173328,0.9653667955973667,0.9919851109454693,Alcohol
5,Null AAQAA3-3 + OPC3,RMSE,30,0.024107582979142672,0.003678922146541425,0.025119400391835797,0.017551425819428798,0.031869661394369024,Alcohol
6,Null AAQAA3-3 + OPC3,MUE,30,0.017065734830090294,0.003016624571613984,0.018348482511349913,0.012665013067856341,0.02439977708608885,Alcohol
7,Null AAQAA3-3 + OPC3,MSE,30,0.0010085269715867354,0.00462764710525804,0.0010582713678509185,-0.008356937865547106,0.009759186926251877,Alcohol
8,Null AAQAA3-3 + OPC3,R2,30,0.9674473615409578,0.012181220279571579,0.9648754671968717,0.9359010585339181,0.9848980669385812,Alcohol
9,Null AAQAA3-3 + OPC3,rho,30,0.983589020648847,0.006215476331532494,0.9820077205896535,0.9667443975795701,0.9922084376821261,Alcohol
10,Sage 2.0.0,RMSE,30,0.024047680680756113,0.0039001260456526395,0.025153517529489897,0.017368059939743618,0.03237670106822161,Alcohol
11,Sage 2.0.0,MUE,30,0.016790596528417703,0.0032139286521080156,0.018254463932439235,0.012323061901418539,0.02490869327570919,Alcohol
12,Sage 2.0.0,MSE,30,0.007167997282264734,0.004574930207040445,0.007031974752483509,-0.001745929827080824,0.016208524427579744,Alcohol
13,Sage 2.0.0,R2,30,0.9704451872180629,0.011285653696955474,0.967435740422213,0.9432805642751172,0.9864238116018164,Alcohol
14,Sage 2.0.0,rho,30,0.9851117638207672,0.006175578473295742,0.9834536355258247,0.9694403717364175,0.9935650398806154,Alcohol
15,Sage 2.1.0,RMSE,30,0.02647976639620998,0.004046170136466717,0.027326269040288998,0.019562725116424474,0.035362738845409664,Alcohol
16,Sage 2.1.0,MUE,30,0.01919217434663669,0.0033717913509279016,0.02061034101842648,0.014212428425435176,0.027467477638145273,Alcohol
17,Sage 2.1.0,MSE,30,0.009868628212983725,0.004670398015512181,0.009839779730141525,0.000513044705282828,0.01900205270637789,Alcohol
18,Sage 2.1.0,R2,30,0.966108691771913,0.012058289435435155,0.9639023856231425,0.9347643808813898,0.9833070448916098,Alcohol
19,Sage 2.1.0,rho,30,0.9829082824821007,0.006008421134878368,0.9817828468091375,0.9678996559880868,0.9913122479860383,Alcohol
20,Sage 2.2.1,RMSE,30,0.023494254415906808,0.003703416091284737,0.02443799580077506,0.017272340563251318,0.03146431543168198,Alcohol
21,Sage 2.2.1,MUE,30,0.01668455270332675,0.00309969213990386,0.01786639935873064,0.01195243682756757,0.02362307837064766,Alcohol
22,Sage 2.2.1,MSE,30,0.002665600632458809,0.004426982330990864,0.0027791008956624948,-0.005604847114986133,0.012136311958410822,Alcohol
23,Sage 2.2.1,R2,30,0.9694197972303648,0.012035661517235105,0.9663790328139121,0.9373326531400838,0.9851240752690955,Alcohol
24,Sage 2.2.1,rho,30,0.9845911827912969,0.006322941838066874,0.9827705584536129,0.9670709704444826,0.9927055451269108,Alcohol
25,Sage 2.2.1 + AshGC,RMSE,30,0.02335518620990773,0.003561107051099783,0.024486575770617507,0.017657696890240538,0.03132292171929925,Alcohol
26,Sage 2.2.1 + AshGC,MUE,30,0.016958974880435997,0.003051695154884519,0.018138274801313786,0.01250340863967198,0.024181833496601492,Alcohol
27,Sage 2.2.1 + AshGC,MSE,30,0.00266313480820302,0.00444897408304031,0.0025167138191914563,-0.006098430773152963,0.011336833535952266,Alcohol
28,Sage 2.2.1 + AshGC,R2,30,0.9697827866264116,0.012362070915348572,0.9669450184762516,0.9388038032732567,0.9863880899355119,Alcohol
29,Sage 2.2.1 + AshGC,rho,30,0.984775500622559,0.0062913253268287285,0.9828174364161371,0.9671012783170442,0.9925300223974748,Alcohol
30,Sage 2.3.0rc1,RMSE,30,0.022954952784545103,0.0027067446526909188,0.024117660071750903,0.018914243300996086,0.02954052967552507,Alcohol
31,Sage 2.3.0rc1,MUE,30,0.018260382456521215,0.0027141965180582745,0.019361851710043558,0.0144235157998422,0.024721123139446462,Alcohol
32,Sage 2.3.0rc1,MSE,30,0.011940522995616947,0.003912796846991619,0.012043421173412451,0.004090498923772068,0.01937827182006415,Alcohol
33,Sage 2.3.0rc1,R2,30,0.978447827013114,0.008999570587812094,0.9751822239631434,0.9523768876064918,0.9877858354560034,Alcohol
34,Sage 2.3.0rc1,rho,30,0.9891652172479148,0.004399425088203511,0.987571505000172,0.9767497392834263,0.9939577193267529,Alcohol
35,smee-v2,RMSE,30,0.029808979111498705,0.004265443763950532,0.030660064935533443,0.02241668122064902,0.03855869392091526,Alcohol
36,smee-v2,MUE,30,0.02257040611299554,0.0036222072747913833,0.023725919229380003,0.016821923474154534,0.030903241361150118,Alcohol
37,smee-v2,MSE,30,0.017017006733867558,0.004795684291992207,0.017063615181903517,0.007684200781315694,0.02669357426231906,Alcohol
38,smee-v2,R2,30,0.9667803151526435,0.01349936928121166,0.9627220510444219,0.933673684145791,0.9844407494594324,Alcohol
39,smee-v2,rho,30,0.9832498742194907,0.006518404204865337,0.9818422485969941,0.966611095893622,0.9921902628211787,Alcohol
40,v0-k20,RMSE,30,0.021320933483535413,0.0029264794843146136,0.02243631425478215,0.01626686227891886,0.02801414589181443,Alcohol
41,v0-k20,MUE,30,0.016481897050466432,0.0026980871131911197,0.017652292611593973,0.012798748310457105,0.02310719605223678,Alcohol
42,v0-k20,MSE,30,0.00807243186119857,0.003648612643362644,0.008025534660245557,0.0008128109630842392,0.01499855053425833,Alcohol
43,v0-k20,R2,30,0.9781600982959942,0.00902879098205272,0.9745694613741805,0.9542655324876299,0.9887591439004283,Alcohol
44,v0-k20,rho,30,0.9890197663828536,0.004860349543990411,0.9870266385610235,0.9760740148271877,0.9946808480959147,Alcohol
45,v1-k100,RMSE,30,0.02511679994277552,0.002994313719162579,0.02616648420377008,0.02027985677346318,0.0319810406341706,Alcohol
46,v1-k100,MUE,30,0.019538857087171423,0.0030353398153734035,0.02074154489769749,0.014957672851544453,0.0267431711928074,Alcohol
47,v1-k100,MSE,30,0.012755270721346523,0.004317807141109689,0.012751243095334366,0.0041575735615393995,0.02097991145264018,Alcohol
48,v1-k100,R2,30,0.9737302534837988,0.009648099818446918,0.9709372985753412,0.9492018853386969,0.9861366015679751,Alcohol
49,v1-k100,rho,30,0.9867777122958337,0.004709239496168904,0.9852747685589677,0.9737530623290676,0.9925830060186189,Alcohol
50,v3-k100,RMSE,30,0.02380628193696137,0.003082822188224257,0.02485622871085192,0.018849141148418774,0.031122255295718257,Alcohol
51,v3-k100,MUE,30,0.01900521427995581,0.0027146864087457096,0.020061760957400764,0.014895047190896675,0.025371812768778725,Alcohol
52,v3-k100,MSE,30,0.011967489182632289,0.003910142462136778,0.012105483549663539,0.004765976178275755,0.01946282921444593,Alcohol
53,v3-k100,R2,30,0.9762282778537238,0.00981089746770711,0.9728813204307669,0.950052422601852,0.9879810811632661,Alcohol
54,v3-k100,rho,30,0.9880426498151406,0.004961503789938557,0.986043837665145,0.9737163788934635,0.9932640165322764,Alcohol
0,Null 4-mer AAQAA3-2 + OPC3,RMSE,9,0.015900570009427642,0.002831947917071552,0.017442550762959953,0.01179319595000202,0.02299475570387478,Alkane
1,Null 4-mer AAQAA3-2 + OPC3,MUE,9,0.014955390559356414,0.002872541687238641,0.0154989527097473,0.010022784343379974,0.021241521852931402,Alkane
2,Null 4-mer AAQAA3-2 + OPC3,MSE,9,-0.010828711556749852,0.004806380842446475,-0.01083373973176679,-0.018968859553594446,-0.00016046820775128534,Alkane
3,Null 4-mer AAQAA3-2 + OPC3,R2,9,0.9396303049366125,0.0906242366893838,0.901773731899028,0.6734596574791654,0.9903601076713718,Alkane
4,Null 4-mer AAQAA3-2 + OPC3,rho,9,0.969345297062204,0.04316359710419044,0.9499039341802499,0.8410802420100008,0.9951877998452595,Alkane
5,Null AAQAA3-3 + OPC3,RMSE,9,0.017644749354348115,0.0028624438660653398,0.01895892787041506,0.013765481771215997,0.024747269819783327,Alkane
6,Null AAQAA3-3 + OPC3,MUE,9,0.016867443436434832,0.0028423939821896945,0.017185400030918112,0.011785222782199364,0.022716492863315365,Alkane
7,Null AAQAA3-3 + OPC3,MSE,9,-0.013260273358366844,0.0047178882770502716,-0.013298286995386963,-0.021550179667309113,-0.0030034711862781827,Alkane
8,Null AAQAA3-3 + OPC3,R2,9,0.9404003209844682,0.08164245328845347,0.906614087106494,0.7041969696745289,0.9905449255461629,Alkane
9,Null AAQAA3-3 + OPC3,rho,9,0.9697423992919296,0.04452014993156022,0.9511016400277051,0.8353085659449718,0.9951040995943408,Alkane
10,Sage 2.0.0,RMSE,9,0.01369184294282433,0.0029507295975215475,0.015474209667552287,0.010031579651143164,0.02167501621567455,Alkane
11,Sage 2.0.0,MUE,9,0.01183730876969644,0.0028072750143693045,0.0133290626366063,0.008308074736203775,0.019138364288965353,Alkane
12,Sage 2.0.0,MSE,9,-0.00663398956918652,0.004861425499005367,-0.006724696973456777,-0.01570872687949063,0.003233844132993127,Alkane
13,Sage 2.0.0,R2,9,0.940709002651171,0.08729778389454386,0.9018722860722423,0.6756247255313478,0.9887513554791248,Alkane
14,Sage 2.0.0,rho,9,0.9699015427615171,0.05046908078219475,0.9472783109240341,0.8238526475326937,0.9956006292269213,Alkane
15,Sage 2.1.0,RMSE,9,0.01339796592007419,0.002850691332445652,0.015166163038845427,0.009843670703474182,0.02117309390245287,Alkane
16,Sage 2.1.0,MUE,9,0.011880999422749438,0.002694043339498476,0.013143497343059923,0.00789843123251504,0.01861264002588197,Alkane
17,Sage 2.1.0,MSE,9,-0.007128075984949665,0.004619506113294188,-0.006989918603178092,-0.0160514972747648,0.002220078436905267,Alkane
18,Sage 2.1.0,R2,9,0.942971039270878,0.08596064731552652,0.9053495790420729,0.6877610605294184,0.9903665364195127,Alkane
19,Sage 2.1.0,rho,9,0.9710669592107838,0.043053084286117045,0.9515328599078989,0.8485264470378336,0.9950066461052179,Alkane
20,Sage 2.2.1,RMSE,9,0.016792860191912347,0.002915889257814962,0.01811272014108635,0.012337801962305224,0.02405762741894572,Alkane
21,Sage 2.2.1,MUE,9,0.015864422805422565,0.002850128796632351,0.01628304080126608,0.010937812360007645,0.02208036879753587,Alkane
22,Sage 2.2.1,MSE,9,-0.01241952416027212,0.004566460025020935,-0.012530180408456994,-0.020663002061362106,-0.002864367635987285,Alkane
23,Sage 2.2.1,R2,9,0.942268704425608,0.07820496756624956,0.903286335555566,0.7063196508528127,0.9876832083335243,Alkane
24,Sage 2.2.1,rho,9,0.9707052613567148,0.05194150362076723,0.9496825616551403,0.830415949411696,0.9952069401527448,Alkane
25,Sage 2.2.1 + AshGC,RMSE,9,0.0168777728294871,0.002922636368900098,0.018217656267899333,0.012623558973340063,0.023919597779163557,Alkane
26,Sage 2.2.1 + AshGC,MUE,9,0.015899928204497545,0.0029399374740420345,0.016199101733920487,0.010343021642324542,0.0220098727742444,Alkane
27,Sage 2.2.1 + AshGC,MSE,9,-0.012415223618436352,0.0046512288827407705,-0.012333117211003145,-0.02092776355209014,-0.002161626569567384,Alkane
28,Sage 2.2.1 + AshGC,R2,9,0.9410233864989489,0.08799291564413321,0.9012441040158886,0.6632444882162236,0.9873891161470566,Alkane
29,Sage 2.2.1 + AshGC,rho,9,0.970063599203139,0.042114601417806714,0.9513998465255072,0.8359973082499836,0.993854240515216,Alkane
30,Sage 2.3.0rc1,RMSE,9,0.014333373287645012,0.002695322275584377,0.016003228805835226,0.011069601996867127,0.021547484285088223,Alkane
31,Sage 2.3.0rc1,MUE,9,0.013414985675281259,0.0025902206928746442,0.01406951659747704,0.009128213629805771,0.019239417819798172,Alkane
32,Sage 2.3.0rc1,MSE,9,-0.009760238400848633,0.004190513257542281,-0.009837109256200315,-0.017393234511799797,-0.001286057049003037,Alkane
33,Sage 2.3.0rc1,R2,9,0.9505648606334078,0.0838662240541448,0.9099401900297042,0.7017961147836511,0.9915978248032318,Alkane
34,Sage 2.3.0rc1,rho,9,0.9749691588113993,0.038414470996104344,0.9561597553705342,0.8531311222016086,0.9955754682069282,Alkane
35,smee-v2,RMSE,9,0.011248532415808369,0.0029291878847622316,0.013128482961421198,0.007774031965073076,0.019221810495175337,Alkane
36,smee-v2,MUE,9,0.009461015853701701,0.0025549438532386994,0.010904482716617201,0.006318440194129453,0.016214961377415158,Alkane
37,smee-v2,MSE,9,-0.003020299900708191,0.004508846655334165,-0.0031875533221738493,-0.01166818533752482,0.005987554839179109,Alkane
38,smee-v2,R2,9,0.9535915546671871,0.0673748969063594,0.9202757527765415,0.751154871731614,0.9928395517773326,Alkane
39,smee-v2,rho,9,0.9765201250702348,0.04001543452411353,0.9589254608772305,0.8627990617979254,0.9965097098994754,Alkane
40,v0-k20,RMSE,9,0.010068436461993357,0.003383151908063839,0.012029005293056255,0.006614626667696993,0.019388046074566064,Alkane
41,v0-k20,MUE,9,0.007271428852558468,0.0027773064063983965,0.009650592051301225,0.005033204365986372,0.015882465234522095,Alkane
42,v0-k20,MSE,9,-0.0001219472370907409,0.004324967639351217,-0.00011286618166571441,-0.007825799501995974,0.008552096946269176,Alkane
43,v0-k20,R2,9,0.9564048673689095,0.0678307486790644,0.9215627866164213,0.7535995552352552,0.9914930698104341,Alkane
44,v0-k20,rho,9,0.9779595428078353,0.03959825946686527,0.96165922353307,0.8764669408749884,0.995980699804326,Alkane
45,v1-k100,RMSE,9,0.010341124778254883,0.003625957975475666,0.012284745497952474,0.005732379282777702,0.019694805971576093,Alkane
46,v1-k100,MUE,9,0.007378621487316223,0.0027760379804225715,0.009654469758448163,0.004988593423046337,0.01583685801564087,Alkane
47,v1-k100,MSE,9,9.120827577457913e-05,0.004472633246167236,5.4824171722392994e-05,-0.007855430472641626,0.009590631016433303,Alkane
48,v1-k100,R2,9,0.956347540072477,0.08399718243755801,0.9176436301841916,0.7016992023550243,0.992711751228121,Alkane
49,v1-k100,rho,9,0.9779302327223945,0.03852149798445477,0.9589103609834418,0.8573983360371228,0.99669184382149,Alkane
50,v3-k100,RMSE,9,0.01094168533876993,0.004286532865366714,0.012620740375606256,0.005270160760956143,0.02130601517213799,Alkane
51,v3-k100,MUE,9,0.00697880965485731,0.0030973530451543886,0.00978307858739168,0.004620880580626152,0.016416521591301643,Alkane
52,v3-k100,MSE,9,0.003492746590126266,0.004152594939931165,0.00354206580387486,-0.0037776749763752055,0.012500144504014179,Alkane
53,v3-k100,R2,9,0.9559213710039027,0.0703009722563671,0.9211579754122021,0.7510239245250129,0.9935336099763142,Alkane
54,v3-k100,rho,9,0.9777123150517758,0.03721061033503325,0.9606352728175752,0.8605395452670116,0.9968495376939266,Alkane
0,Null 4-mer AAQAA3-2 + OPC3,RMSE,6,0.055422647902378976,0.007060798950757407,0.05492491641397862,0.040900533761532805,0.06741511417003407,Alkyl Bromide
1,Null 4-mer AAQAA3-2 + OPC3,MUE,6,0.05255696214340736,0.007302008169591973,0.052616865215895404,0.03798103411977827,0.06716606213070526,Alkyl Bromide
2,Null 4-mer AAQAA3-2 + OPC3,MSE,6,-0.05255696214340736,0.007164731030800182,-0.052451639054776476,-0.06639464954463063,-0.03745310602174223,Alkyl Bromide
3,Null 4-mer AAQAA3-2 + OPC3,R2,6,0.9976540477366241,0.0012361972592270874,0.9984166422645221,0.9951892260264371,0.9999794654998186,Alkyl Bromide
4,Null 4-mer AAQAA3-2 + OPC3,rho,6,0.9988263351236912,0.006030449965699674,0.999012555253271,0.9977378500118418,0.9999845206407938,Alkyl Bromide
5,Null AAQAA3-3 + OPC3,RMSE,6,0.05874480968173322,0.0070121330632328385,0.058309992486306354,0.04351849632139706,0.07145119866082869,Alkyl Bromide
6,Null AAQAA3-3 + OPC3,MUE,6,0.05615246248588416,0.007331105007585178,0.05626091947797825,0.04198196841631215,0.07039753934861033,Alkyl Bromide
7,Null AAQAA3-3 + OPC3,MSE,6,-0.05615246248588416,0.007287967276069828,-0.05595710984765888,-0.07028007976906014,-0.04121548599640312,Alkyl Bromide
8,Null AAQAA3-3 + OPC3,R2,6,0.9977670603089855,0.0011644214199058483,0.9984846767792062,0.9956481572459118,0.9999833285895031,Alkyl Bromide
9,Null AAQAA3-3 + OPC3,rho,6,0.9988829062052194,0.0005958962862444056,0.9992272964231633,0.9978337072646636,0.9999907145312482,Alkyl Bromide
10,Sage 2.0.0,RMSE,6,0.045800300951850156,0.006421551681881158,0.045078152566708954,0.03235393543421407,0.058015816939291,Alkyl Bromide
11,Sage 2.0.0,MUE,6,0.042692894154865324,0.006913942708387227,0.042674235008315776,0.028237949528336397,0.05548154320059906,Alkyl Bromide
12,Sage 2.0.0,MSE,6,-0.042692894154865324,0.0067311952123463884,-0.042945686008647996,-0.056388376346793535,-0.03034382019848954,Alkyl Bromide
13,Sage 2.0.0,R2,6,0.9974013303606527,0.0015201006837999623,0.9979668337497533,0.9942195719335273,0.99994077980419,Alkyl Bromide
14,Sage 2.0.0,rho,6,0.99869981994624,0.0007579753355751421,0.9990101248740271,0.9972175294411093,0.9999843022197881,Alkyl Bromide
15,Sage 2.1.0,RMSE,6,0.037208542943299054,0.005612622927142874,0.03702143571926635,0.02562958633128441,0.04753461460929105,Alkyl Bromide
16,Sage 2.1.0,MUE,6,0.03439938748864916,0.005976172434448119,0.03419049132949185,0.022494712101399788,0.04610598922067418,Alkyl Bromide
17,Sage 2.1.0,MSE,6,-0.03439938748864916,0.005747676792737297,-0.03408922267540521,-0.044957895164104165,-0.02300411561462316,Alkyl Bromide
18,Sage 2.1.0,R2,6,0.9978009550857307,0.0013609590499368664,0.9982030337422418,0.9947578769157785,0.9999536406536322,Alkyl Bromide
19,Sage 2.1.0,rho,6,0.9988998724024998,0.00066138063946267,0.9991096568904716,0.9975078843381542,0.999982741519334,Alkyl Bromide
20,Sage 2.2.1,RMSE,6,0.051448710154349084,0.006743159259712428,0.05124189769431601,0.03728921235073101,0.06304929093045816,Alkyl Bromide
21,Sage 2.2.1,MUE,6,0.04876439951369397,0.0066857774565217,0.04885336861142967,0.0356433239974816,0.061553251807783295,Alkyl Bromide
22,Sage 2.2.1,MSE,6,-0.04876439951369397,0.0065429918702674715,-0.048428816329811976,-0.06130045743999305,-0.03557928982407147,Alkyl Bromide
23,Sage 2.2.1,R2,6,0.9975002659094208,0.001511605577676502,0.998027821536888,0.9942492532811418,0.9998993161541229,Alkyl Bromide
24,Sage 2.2.1,rho,6,0.998749350893116,0.0007344804041949151,0.9990172953757356,0.9972702082816146,0.9999826219034554,Alkyl Bromide
25,Sage 2.2.1 + AshGC,RMSE,6,0.05493588959074076,0.00678325119525868,0.05487890694527004,0.041963945058802334,0.0678030700081675,Alkyl Bromide
26,Sage 2.2.1 + AshGC,MUE,6,0.052048505089819175,0.007317174260263099,0.05199971347774544,0.03812491124816971,0.06627159093517528,Alkyl Bromide
27,Sage 2.2.1 + AshGC,MSE,6,-0.052048505089819175,0.007170740662397949,-0.05225540960522023,-0.06617892551543525,-0.03830757911216672,Alkyl Bromide
28,Sage 2.2.1 + AshGC,R2,6,0.9975451114822526,0.001221700046363252,0.9984490623805024,0.995217560921247,0.9999812517845982,Alkyl Bromide
29,Sage 2.2.1 + AshGC,rho,6,0.998771801505355,0.0006453586112666806,0.9991349955390534,0.9975694617265264,0.9999882255350686,Alkyl Bromide
30,Sage 2.3.0rc1,RMSE,6,0.0359185025710748,0.007494327357176541,0.0349299140528899,0.02019285187709891,0.04876142241273193,Alkyl Bromide
31,Sage 2.3.0rc1,MUE,6,0.031166522122457962,0.006955445387068047,0.03109589925419046,0.01855551043899369,0.046476526447740175,Alkyl Bromide
32,Sage 2.3.0rc1,MSE,6,-0.031166522122457962,0.0072673521487199855,-0.031112145378356625,-0.046529254804657305,-0.017943260951724087,Alkyl Bromide
