FF,stat,n,mle,stderr,mean,low,high,group
Null AAQAA3-3 + OPC3,RMSE,1212,0.019639810166489965,0.000662735008751104,0.019703918563117866,0.018459234009581712,0.021074934684660637,All
Null AAQAA3-3 + OPC3,MUE,1212,0.014662678967572064,0.00038272714003347047,0.014729332982950968,0.01400248382192005,0.015501563061175465,All
Null AAQAA3-3 + OPC3,MSE,1212,-0.00783056700595698,0.0004992594608194259,-0.00785252628813137,-0.00885096004708334,-0.006870578626177123,All
Null AAQAA3-3 + OPC3,R2,1212,0.9939466346324659,0.0007317791674509918,0.9938860702954303,0.9922858389295052,0.9952506967372682,All
Null AAQAA3-3 + OPC3,rho,1212,0.9969687229960958,0.00035988674084949353,0.9969029264582018,0.996104004206982,0.9975615504479116,All
Null AAQAA3-3 + OPC3,RMSE,12,0.031714393390756254,0.0049294065325657796,0.031201539359816583,0.020540166227793973,0.040496236598181856,"1,2 Aminoalcohol"
Null AAQAA3-3 + OPC3,MUE,12,0.025994361531260068,0.005359627160768548,0.025885104063105437,0.01618295078380309,0.036961618346941276,"1,2 Aminoalcohol"
Null AAQAA3-3 + OPC3,MSE,12,0.025994361531260068,0.005273089747940728,0.02572847515127316,0.01583140686584304,0.0360533572715613,"1,2 Aminoalcohol"
Null AAQAA3-3 + OPC3,R2,12,0.8894515988046858,0.05877508392462653,0.8856395776931718,0.7500563411281642,0.9665428774173799,"1,2 Aminoalcohol"
Null AAQAA3-3 + OPC3,rho,12,0.9431074163660712,0.035885166946796825,0.939432247309876,0.8542660153960155,0.9820213019115358,"1,2 Aminoalcohol"
Null AAQAA3-3 + OPC3,RMSE,15,0.005502055880867625,0.0011629204012475489,0.005607214697876167,0.0034758775757469215,0.008058659087837301,"1,2 Diol"
Null AAQAA3-3 + OPC3,MUE,15,0.004477857019227686,0.0009113352654568748,0.0045305062619574715,0.0028538265170780547,0.006311399602710662,"1,2 Diol"
Null AAQAA3-3 + OPC3,MSE,15,-0.003494872895727178,0.0011488004025153782,-0.0034949019355046047,-0.005811026826581811,-0.0012052551228246334,"1,2 Diol"
Null AAQAA3-3 + OPC3,R2,15,0.9982469863158799,0.0013554876888308344,0.9977742593192758,0.9942120978881639,0.9994689959887358,"1,2 Diol"
Null AAQAA3-3 + OPC3,rho,15,0.9991231086887541,0.0007392889712249377,0.9989040804121287,0.9971503638059924,0.9997424526877552,"1,2 Diol"
Null AAQAA3-3 + OPC3,RMSE,13,0.013917851038665196,0.002691360501679692,0.013710866115273505,0.008551675683516181,0.019161145923765145,Acetal
Null AAQAA3-3 + OPC3,MUE,13,0.011181810781404754,0.0023064189026191094,0.011137526515044285,0.006849167595761698,0.015997360748029384,Acetal
Null AAQAA3-3 + OPC3,MSE,13,0.004142438253672673,0.0038056304205463694,0.004042027197081514,-0.0029971092145171666,0.01160820950445436,Acetal
Null AAQAA3-3 + OPC3,R2,13,0.985656904935176,0.008779686095856578,0.9849189352652606,0.964243536111431,0.9972010025541764,Acetal
Null AAQAA3-3 + OPC3,rho,13,0.9928025508303129,0.004963965375369696,0.992213965310915,0.9803711773364105,0.9987138690586803,Acetal
Null AAQAA3-3 + OPC3,RMSE,411,0.017151437002038694,0.0010292409274275554,0.017377383258708558,0.015432016859544248,0.019323719514863474,Alcohol
Null AAQAA3-3 + OPC3,MUE,411,0.012668579185919585,0.0005927953219134547,0.012797792035214332,0.01162179269332621,0.013943949411581665,Alcohol
Null AAQAA3-3 + OPC3,MSE,411,-0.0054655500722591574,0.0008284376613583693,-0.00546109645849298,-0.007059882889719429,-0.003757303275349961,Alcohol
Null AAQAA3-3 + OPC3,R2,411,0.9861137447816591,0.002137724332743723,0.9857192867046684,0.98106307005454,0.9893529627368348,Alcohol
Null AAQAA3-3 + OPC3,rho,411,0.993032600059865,0.0010725464859018615,0.9929008899110663,0.9903903824412545,0.9946827900474392,Alcohol
Null AAQAA3-3 + OPC3,RMSE,211,0.013895593198695282,0.0005039233151793107,0.01403189066310219,0.013055046654686427,0.01504690182257927,Alkane
Null AAQAA3-3 + OPC3,MUE,211,0.012161862136925439,0.00047019870396740305,0.012164566109386857,0.011286480450883495,0.013055445404552848,Alkane
Null AAQAA3-3 + OPC3,MSE,211,-0.007673974302383504,0.0008439684871637252,-0.007683425100984677,-0.009357183939045926,-0.006046262115754928,Alkane
Null AAQAA3-3 + OPC3,R2,211,0.9810177546069562,0.007990045185068658,0.9779612074376917,0.9605258545638684,0.9892965491675105,Alkane
Null AAQAA3-3 + OPC3,rho,211,0.990463403971573,0.0038678712181657578,0.9889404733759898,0.9806328895417781,0.9945891333480301,Alkane
Null AAQAA3-3 + OPC3,RMSE,13,0.020015215712903524,0.0013030855241448207,0.01999322954911171,0.01740505589289023,0.022520338320891668,Alkene
Null AAQAA3-3 + OPC3,MUE,13,0.019400265462363772,0.0013343355495669593,0.019389343942543085,0.016888069057851125,0.02188648175425515,Alkene
Null AAQAA3-3 + OPC3,MSE,13,-0.019400265462363772,0.0014124202130669358,-0.019357259728758895,-0.02213371176812275,-0.016683174395508458,Alkene
Null AAQAA3-3 + OPC3,R2,13,0.9984172799162976,0.001981602175317899,0.9978156693050656,0.9924943833394811,0.9997217018070651,Alkene
Null AAQAA3-3 + OPC3,rho,13,0.9992083265847506,0.0010567103741664615,0.9988324782213269,0.9958957133689974,0.9998346558955502,Alkene
Null AAQAA3-3 + OPC3,RMSE,126,0.030164204572922612,0.0016401336887650127,0.030225588426274277,0.027235335875055746,0.03352323771736928,Alkyl Bromide
