id,smiles_1,smiles_2,Sage 2.2.1,v3-k100,v3-k100 - Sage 2.2.1,water
dens_1001386022093707780,CCCCCCC,COC=O,0.7013478400195486,0.7125375855311584,0.011189745511609783,True
dens_1001937740643123773,CCCOC=O,ClCCCCCCl,1.014697269257132,1.0213820371507778,0.006684767893645693,True
dens_1002639246322609242,C1CCCCC1,C1CCOCC1,0.7744244625213911,0.7922782793054012,0.0178538167840101,True
dens_1009866957373606646,Cn1ccnc1,,1.0212211376682951,1.012693752862562,-0.008527384805733229,False
dens_1014762781474427089,CCCCOCCO,c1ccccc1,0.8657330070032412,0.8875881427015622,0.021855135698320982,True
dens_1016333459353715196,COC=O,ClCCCCCCCl,1.034476373864922,1.0411696545259206,0.006693280660998502,True
dens_101790236260677472,CCCCC(C)=O,,0.7886614850076263,0.808797251157987,0.020135766150360612,True
dens_1020722913861580636,CC(C)(C)O,OC1=NCCC1,0.928108569053816,0.9351833610107742,0.0070747919569581486,True
dens_1020825676410528686,CCO,c1ccccc1,0.8439094193100726,0.8748809371920313,0.030971517881958732,True
dens_1020839744665732433,CC(C)CC(C)(C)C,CCCO,0.7596011405566773,0.7717706969889419,0.012169556432264583,True
dens_1022061305050236853,COC(C)=O,ClCCCCCCl,0.9836239399328056,0.9881390390105724,0.004515099077766815,True
dens_1024369107887510477,CCCO,COC(C)=O,0.8611451320246494,0.865601325200605,0.004456193175955581,True
dens_1024460369591354985,Cc1ccncc1,O,0.9570471468781312,0.962535454107991,0.0054883072298598234,True
dens_1025242301432619836,CCCOC(=O)CC,ClCCCl,0.9971246403068476,1.0061763247286435,0.009051684421795936,True
dens_1025385981666841957,CCCCC,COC=O,0.670511250774405,0.6803637020671255,0.009852451292720499,True
dens_1029989467170456226,CCCCCCC,CCO,0.6754107241219725,0.6887894684576334,0.013378744335660997,True
dens_1032175440351342196,BrCCCBr,COC(C)=O,1.2193308738635118,1.2263774975570592,0.00704662369354736,True
dens_1033313642915027277,Cc1ccccc1N,Cc1cccnc1,0.997213912474698,1.0055001103284569,0.008286197853758837,False
dens_1035925659341719609,CCCCCCC,CCCCO,0.7522249715567114,0.7648364327020243,0.012611461145312863,True
dens_1037236886905429382,Cc1ccccc1,c1ccccc1,0.8399401710572866,0.8744804190208919,0.03454024796360533,False
dens_1039573738449890566,CCCCO,Cc1ccccc1,0.8095401854600547,0.8255041654019686,0.015963979941913897,True
dens_1042567278853913615,CC(=O)O,CCO,0.8718341527401193,0.8792928021802214,0.007458649440102105,True
dens_1046625605566999080,CN1CCCC1=O,ClCCCl,1.1733502812248653,1.1911347969079362,0.017784515683070934,True
dens_1047190395059497900,CCO,OCCO,0.9508488175911124,0.9571042261118378,0.00625540852072537,True
dens_1048414452491622153,CCCO,COC(C)(C)C,0.7621330073336926,0.7665826882083072,0.004449680874614614,True
dens_1048925802213854204,BrCCCBr,CCCCOC(=O)CCC,1.0470411275332674,1.060981806343117,0.013940678809849505,True
dens_1051441780038840031,CC(C)CCl,,0.8606805583603593,0.8739700864666252,0.013289528106265935,False
dens_1053849773924337242,C=CCCCC,CCCCO,0.7847026038794263,0.7963871858542465,0.011684581974820252,True
dens_1055199053209981454,CCC(C)=O,CCCCO,0.7929809179560469,0.8056791515080389,0.012698233551992066,True
dens_1055220895195342210,CC(C)O,CCOC(=O)CC(=O)OCC,0.918464934038029,0.9243204842635888,0.005855550225559836,True
dens_1055753058412812556,CCO,OCc1ccccc1,1.0022251428423197,1.0228127087836911,0.020587565941371455,True
dens_105918480635886531,ClC(Cl)Cl,,1.5704581271521336,1.5321448653077054,-0.03831326184442818,False
dens_1059428282849222105,CC(C)O,CCOC(=O)CC(=O)OCC,0.972231907648442,0.9777205793147004,0.005488671666258327,True
dens_1059919274311274879,CN1CCCC1=O,c1ccncc1,0.9910217225757896,1.002113505652194,0.011091783076404349,True
dens_1061113895049970610,OCCCO,,1.0554205896018956,1.0654468103779782,0.010026220776082617,True
dens_1061385011202038988,CC(C)O,CCCCOCCO,0.8567408107934287,0.8612230071148064,0.004482196321377696,True
dens_1061805462523784249,CCOC(C)=O,ClCCCl,0.9749172255849076,0.9841371863920128,0.009219960807105188,True
dens_1067254572752008479,COC(C)=O,,0.9309044670115004,0.9316104013938574,0.0007059343823569986,True
dens_1071297371669545110,BrCCBr,CCCCOC(=O)CC,1.3155353545704285,1.3230242033975197,0.007488848827091221,True
dens_1074719884132299485,C1CCOCC1,CCCCCC(C)=O,0.8246966054287551,0.8397760122912096,0.015079406862454459,True
dens_1079895599415176058,CCC(=O)OC,ClCCCl,1.0516509996197037,1.06181878827743,0.010167788657726273,True
dens_1082798135192875840,CCCCCC,CCCCOC=O,0.7004859013343085,0.7112916337272183,0.010805732392909717,True
dens_1083232356130752567,CC(=O)N(C)C,CCCCCl,0.8920580758987694,0.9037593331847076,0.011701257285938182,True
dens_1085110183353279404,BrCCBr,CCCCOC(=O)CCC,1.5993356065211726,1.6080074768867985,0.008671870365625889,True
dens_1085345433585028387,CO,O,0.8383830164913973,0.8453244779356647,0.006941461444267327,True
dens_1085528015964465649,C1CCOCC1,CCCCO,0.8461403828598484,0.8555464424054136,0.00940605954556517,True
dens_1087293569591308064,BrCCBr,CCCCC(=O)OCC,1.0922437816821091,1.101615599980695,0.009371818298585799,True
dens_1087422962538109584,CCCCCC(C)=O,CCCCNCCCC,0.7712358168364583,0.7861816598866139,0.014945843050155672,True
dens_1087594007698023193,CC(C)=O,Nc1ccccc1,0.8765305500716151,0.891522062941193,0.014991512869577894,True
dens_1087644349445114282,CN1CCOCC1,O,0.9791530450676894,0.9953954548101828,0.016242409742493358,True
dens_1092490027864410415,CN(C)C=O,ClCCCCCl,1.0346112986763634,1.0458493711492365,0.011238072472873117,True
dens_1092901937898168896,BrCCBr,CCCCOC=O,1.558330240475569,1.560267715754809,0.0019374752792400418,True
dens_1093419287151955190,CCCC(=O)OC,,0.8867598921746961,0.8967213312252623,0.009961439050566234,True
dens_1095352626338523806,CC(C)CC(C)(C)C,CCCCC(=O)OC,0.7398370006285825,0.7530359318958103,0.01319893126722782,True
dens_1095414448718823860,C1CCOCC1,CCO,0.8347530457222456,0.842951969051641,0.008198923329395424,True
dens_1095560204202919250,COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COCCOCCOC,1.3916261757641728,1.3962374299471143,0.004611254182941504,True
dens_1096779304557482988,COC(C)=O,ClCCCCCCl,1.0193778044797526,1.0263642230479173,0.006986418568164732,True
dens_1096877385003635828,CCCCCCC,COC(C)=O,0.8327836695715795,0.8379661460245709,0.005182476452991414,True
dens_1100169990444591467,CCCO,CCOC(=O)CC(=O)OCC,0.9169931505597688,0.9240870014956256,0.007093850935856794,True
dens_1100829590501968865,CCO,Cc1ccccc1O,0.8718471403457168,0.8861552170157281,0.014308076670011327,True
dens_1102172587659637472,CCCCO,CCCCOCCO,0.8290902996221569,0.8374871621032671,0.008396862481110268,True
dens_1105173553343721111,OCCO,OCc1ccccc1,1.0750701989344666,1.087942664332202,0.012872465397735455,True
dens_1105411183497009651,BrCCCBr,CCOC(C)=O,1.4071174500713737,1.4264969203781666,0.01937947030679288,True
dens_1109796780897697143,CCOC(=O)CC(=O)OCC,CO,1.0006580479157288,1.005003815806686,0.004345767890957308,True
dens_111038019650373511,C1CCCC1,CCCCO,0.7818909317018324,0.7949633241399551,0.013072392438122638,True
dens_1111617657394063035,CCCOC(C)=O,ClCCCCl,0.9998971054846548,1.008051877115142,0.008154771630487279,True
dens_1112128096721834081,CNCCO,O,0.9596862559514182,0.9665861555417976,0.006899899590379399,True
dens_111394718543600352,BrCCBr,CCCCOC=O,1.1266938779063922,1.1299920418546836,0.0032981639482914105,True
dens_1114413339492560322,CCO,Cc1ccccc1O,0.9562307668540502,0.971516657549132,0.015285890695081794,True
dens_1115121725996231039,Cc1ccccc1,c1ccccc1,0.8372717628616719,0.8705647750591795,0.03329301219750758,False
dens_1118562422548567355,CC(C)CC(C)(C)C,,0.7033120439031771,0.7173282742928738,0.014016230389696682,False
dens_1119014066582274264,CCCCCCCC,CCO,0.6966606725986949,0.7096395409696165,0.012978868370921548,True
dens_1119930253414624267,CCO,CN(C)CCO,0.8315082791425059,0.8442431228260716,0.0127348436835657,True
dens_1124622586228643363,CC(C)O,CCOC=O,0.874931253549751,0.8752595157903783,0.00032826224062731946,True
dens_1127206989573222686,CC(C)=O,,0.7683601742809558,0.7901784780870011,0.021818303806045325,True
