FF_ref,stat_ref,n_ref,mle_ref,stderr_ref,mean_ref,low_ref,high_ref,group,FF_tgt,stat_tgt,n_tgt,mle_tgt,stderr_tgt,mean_tgt,low_tgt,high_tgt,mle_diff,Change
Sage 2.2.1,RMSE,11,0.0186213959082939,0.0013857684876329,0.0185990211716369,0.0157146158015737,0.0210833545407202,a12,v3-k100,RMSE,11,0.0034657986626835,0.0004356827831404,0.0034759554226825,0.0026209928462013,0.0043167808680601,-0.0151555972456104,Improved
Sage 2.2.1,RMSE,13,0.018375008176491,0.0012846744141904,0.0183366021762459,0.0156652171065615,0.0208241697034959,t20,v3-k100,RMSE,13,0.0039147713442045,0.0004529042512395,0.0039213664689274,0.002996419630951,0.00481832240581,-0.014460236832286501,Improved
Sage 2.2.1,RMSE,13,0.018375008176491,0.0012815761786186,0.0182849801327989,0.0156296894627079,0.0207169237127854,Alkene,v3-k100,RMSE,13,0.0039147713442045,0.0004769375033011,0.0039260883576735,0.0029267872828879,0.0048202452116205,-0.014460236832286501,Improved
Sage 2.2.1,RMSE,34,0.0209850639202417,0.0007921064774887,0.0209732012978467,0.019343453181052,0.0224195178106833,Lactam,v3-k100,RMSE,34,0.0065982652216749,0.0007297756300912,0.006675886768055,0.005080568320271,0.0080795549026941,-0.014386798698566801,Improved
Sage 2.2.1,RMSE,34,0.0209850639202417,0.0007774801035922,0.0209814929448279,0.0194214688764798,0.0224830824339437,t23,v3-k100,RMSE,34,0.0065982652216749,0.0007667827171142,0.0066701823426932,0.0051508565753594,0.0081393551415269,-0.014386798698566801,Improved
Sage 2.2.1,RMSE,34,0.0209850639202417,0.0007773425364041,0.0209555157279057,0.0193566526668142,0.0224594946158473,t67,v3-k100,RMSE,34,0.0065982652216749,0.0007472632804125,0.0066328029797442,0.005158489727103,0.007991538030572,-0.014386798698566801,Improved
Sage 2.2.1,RMSE,126,0.0267569373961255,0.0014651919061858,0.0267116804114483,0.0239462339609093,0.0295956189307367,t12,v3-k100,RMSE,126,0.0154871404142954,0.0014021768728446,0.0154621719211271,0.0129077262517581,0.0183713052238818,-0.011269796981830098,Improved
Sage 2.2.1,RMSE,126,0.0267569373961255,0.0014357082561587,0.0267465289911989,0.0239499676648869,0.0297174491137438,b73,v3-k100,RMSE,126,0.0154871404142954,0.001330647844121,0.0155115765068027,0.0130917405758385,0.0182516854676812,-0.011269796981830098,Improved
Sage 2.2.1,RMSE,126,0.0267569373961255,0.0015141158175411,0.0267568159748488,0.0238354450058652,0.0297704990234096,n25,v3-k100,RMSE,126,0.0154871404142954,0.0014080838511609,0.0155091176709547,0.0128809967654295,0.0186102104591538,-0.011269796981830098,Improved
Sage 2.2.1,RMSE,126,0.0267569373961255,0.0014369199105802,0.0267607993480693,0.0239436484295899,0.0295549384284963,Alkyl Bromide,v3-k100,RMSE,126,0.0154871404142954,0.0013917591994554,0.0155040266095816,0.0129184264185745,0.0182603177793755,-0.011269796981830098,Improved
Sage 2.2.1,RMSE,90,0.0205271661451884,0.000916138497828,0.0204964496651238,0.0187738151082305,0.0224021836539919,b10,v3-k100,RMSE,90,0.0098769727397551,0.0011291802782203,0.0099970199171172,0.0080569453714829,0.0124739244574445,-0.010650193405433299,Improved
Sage 2.2.1,RMSE,90,0.0205271661451884,0.0008944678727354,0.0205328636875267,0.0188523438162805,0.0223669703093934,Carboxylic Acid Amide,v3-k100,RMSE,90,0.0098769727397551,0.0011214299099019,0.0099580873768903,0.0081176583562582,0.0122826583385339,-0.010650193405433299,Improved
Sage 2.2.1,RMSE,90,0.0205271661451884,0.0009267029600868,0.0205085376341802,0.0187703451483147,0.0223757617307919,b9,v3-k100,RMSE,90,0.0098769727397551,0.0011926655371886,0.0098895631339666,0.007924816522065,0.0124595854398448,-0.010650193405433299,Improved
Sage 2.2.1,RMSE,90,0.0205271661451884,0.0008600365853409,0.0204538628379678,0.0188206957623922,0.0222548482930396,Carboxylic Acid Tertiary Amide,v3-k100,RMSE,90,0.0098769727397551,0.0011390845207898,0.009943703654678,0.0080263044808785,0.0123309192896015,-0.010650193405433299,Improved
Sage 2.2.1,RMSE,48,0.0201989258420369,0.0008425191640812,0.0201815517408637,0.0183874878302971,0.0217839770549515,a18a,v3-k100,RMSE,48,0.0106351158939341,0.0013058299998142,0.0105777899468906,0.0081652957503932,0.0131177031355908,-0.009563809948102802,Improved
Sage 2.2.1,RMSE,48,0.0201989258420369,0.0008618994467381,0.0201841270801559,0.018418326266243,0.0217506193742062,t80,v3-k100,RMSE,48,0.0106351158939341,0.0013126578295442,0.0105858245547549,0.00800643263335,0.0130387793084292,-0.009563809948102802,Improved
Sage 2.2.1,RMSE,56,0.0202441043589811,0.0014150802079728,0.0201705934002274,0.0175308745368613,0.0230628552860337,t75,v3-k100,RMSE,56,0.0114171328113237,0.0015588821785777,0.0115003865204391,0.0088989753638025,0.0148585077344439,-0.008826971547657401,Improved
