FF_ref,stat_ref,n_ref,mle_ref,stderr_ref,mean_ref,low_ref,high_ref,group,FF_tgt,stat_tgt,n_tgt,mle_tgt,stderr_tgt,mean_tgt,low_tgt,high_tgt,mle_diff,Change
Sage 2.2.1,RMSE,979204,0.0037310233956816,3.603954957451302e-06,0.003731133032239,0.0037241897424076,0.003738645945032,b84,v3-k100,RMSE,979204,0.003977730501802,3.8449395621016825e-06,0.0039776262602549,0.0039700076624304,0.0039847195145017,0.0002467071061203999,Worsened
Sage 2.2.1,RMSE,62461,0.0210611485854058,5.10893659347843e-05,0.0210603840614113,0.0209614582236115,0.0211614518331721,b17,v3-k100,RMSE,62461,0.0215240584362565,4.857818648348633e-05,0.0215240071820454,0.0214288615627998,0.0216170826136014,0.00046290985085069986,Worsened
Sage 2.2.1,RMSE,56863,0.0192266068384749,5.532657836880007e-05,0.0192242996680482,0.0191137743362229,0.0193354453851383,b13,v3-k100,RMSE,56863,0.019819561793566,6.01789707182709e-05,0.0198210876494482,0.0197020270268735,0.0199450970061714,0.0005929549550910997,Worsened
Sage 2.2.1,RMSE,52561,0.0118851017303563,7.535383532592266e-05,0.0118844984285271,0.0117348122421962,0.0120454750350098,b68,v3-k100,RMSE,52561,0.0126869141556023,6.167288561957458e-05,0.012686066914052,0.0125671517576733,0.0128081065032887,0.0008018124252460006,Worsened
Sage 2.2.1,RMSE,33320,0.0136412482371235,9.981601328231112e-05,0.0136435464156991,0.0134454013745024,0.0138348367238985,b69,v3-k100,RMSE,33320,0.0147082245330481,8.162535909158083e-05,0.0147039293379719,0.0145422771954098,0.0148642669793139,0.0010669762959245998,Worsened
Sage 2.2.1,RMSE,19496,0.0110948877781911,0.0001190267372954,0.0110981042357949,0.0108605552514878,0.0113224532458186,b70,v3-k100,RMSE,19496,0.0124832004702926,9.930012823778172e-05,0.0124816634986043,0.0123009624067783,0.0126721319002015,0.0013883126921015003,Worsened
Sage 2.2.1,RMSE,109381,0.0065094193596812,5.4642205797217514e-05,0.0065117297599418,0.0064067799096318,0.0066193196065523,b87,v3-k100,RMSE,109381,0.0082944198887689,5.419176132261952e-05,0.0082964561989911,0.0081922506446223,0.0084068854405452,0.0017850005290876991,Worsened
Sage 2.2.1,RMSE,209455,0.024624797066307,3.9299698870007815e-05,0.0246245083279508,0.0245491694843674,0.0247032781050214,b8,v3-k100,RMSE,209455,0.0270222326544627,4.4303812520575066e-05,0.0270221930856619,0.0269336650025966,0.0271105506812802,0.002397435588155701,Worsened
Sage 2.2.1,RMSE,12087,0.0184080895809216,8.616826633852324e-05,0.0184044819463592,0.0182303028185362,0.0185709692669268,b18,v3-k100,RMSE,12087,0.021239115566681,9.290934695675413e-05,0.0212379013663449,0.0210536593538189,0.0214138322307743,0.0028310259857593986,Worsened
Sage 2.2.1,RMSE,69,0.001519481246799,0.0001008095322899,0.0015143155459673,0.0013191900792196,0.0017121970240062,b39,v3-k100,RMSE,69,0.0047416837948988,0.0001305234112701,0.0047394114885149,0.0044784674217296,0.0049890162457244,0.0032222025480997995,Worsened
Sage 2.2.1,RMSE,46506,0.0330858770570688,0.0003414922155552,0.0330871879464,0.0324478966614998,0.0337372825839521,b44,v3-k100,RMSE,46506,0.0363980616441937,0.0002521402409105,0.0363916402072928,0.035934230617214,0.0369164311329064,0.0033121845871249,Worsened
Sage 2.2.1,RMSE,3367,0.0160448878779581,0.0004207458758612,0.0160545008847693,0.0152574036656684,0.0168898168967549,b72,v3-k100,RMSE,3367,0.0196344475772146,0.0004231581693111,0.0196286385982442,0.0188260734964455,0.0204760241289602,0.003589559699256499,Worsened
Sage 2.2.1,RMSE,1561,0.0419591153062189,0.000792752484865,0.0419199850232828,0.0402942973098047,0.0434909948121338,b61,v3-k100,RMSE,1561,0.0459517659200332,0.0009698190050252,0.0459344229389515,0.0440795308140038,0.0478506545118787,0.003992650613814298,Worsened
Sage 2.2.1,RMSE,4805,0.0024430887005291,4.065260836200044e-05,0.0024421299004219,0.0023684606897571,0.0025231029555837,b27,v3-k100,RMSE,4805,0.0067082010104853,3.5305755080784467e-05,0.0067083108791817,0.006641808587127,0.0067793659277818,0.004265112309956199,Worsened
Sage 2.2.1,RMSE,4343,0.0230179307035084,0.000342105977811,0.0230077431611557,0.0223597384546689,0.0236885986853785,b51,v3-k100,RMSE,4343,0.0282664693987038,0.0002598113070032,0.0282633712034754,0.0277414426055677,0.0288024769543091,0.005248538695195402,Worsened
Sage 2.2.1,RMSE,20,0.0133857221827489,0.000241985472029,0.0133762978091851,0.012904306054423,0.0138567436910305,b48,v3-k100,RMSE,20,0.0189321863589937,0.0002830875958567,0.0189192465084445,0.0183792379993263,0.0194732159586319,0.005546464176244799,Worsened
Sage 2.2.1,RMSE,20581,0.0435945258585665,0.000544006584586,0.0435902653532697,0.0425213898356745,0.0446576215863954,b56,v3-k100,RMSE,20581,0.0492552393496394,0.0003867076657578,0.0492705603469653,0.0485497657599624,0.0500400085257847,0.005660713491072902,Worsened
Sage 2.2.1,RMSE,64476,0.0299855586100937,6.966321208312621e-05,0.0299858304539507,0.0298565891569268,0.0301305139732774,b10,v3-k100,RMSE,64476,0.0357296112422021,7.271148298027273e-05,0.0357313243909251,0.0355894230328326,0.0358769580731921,0.0057440526321084,Worsened
Sage 2.2.1,RMSE,3860,0.023651373332399,0.0005375188779608,0.0236621435487259,0.022649760652848,0.024744071913534,b41,v3-k100,RMSE,3860,0.0294506543154345,0.0006081768778599,0.0294274051656317,0.0282785389301158,0.0306493140074155,0.005799280983035501,Worsened
Sage 2.2.1,RMSE,1139,0.004448787026148,0.0001785334696777,0.0044467823407896,0.0041069744950152,0.0048020659600711,b45,v3-k100,RMSE,1139,0.0116887709386625,9.938940068145382e-05,0.0116844876190361,0.0114948364780655,0.0118788686827261,0.0072399839125145,Worsened
Sage 2.2.1,RMSE,275,0.0255272056366095,0.0019862363047702,0.0255052681491786,0.0215928285654245,0.0293829509276447,b43,v3-k100,RMSE,275,0.0335099250539094,0.0008635724814561,0.033498151701399,0.0319168350305967,0.0351645082385564,0.007982719417299902,Worsened
Sage 2.2.1,RMSE,32,0.0232749021405996,0.0016503471830831,0.0231477462995637,0.0197244388959161,0.0263388483860015,b29,v3-k100,RMSE,32,0.0324169162315437,0.0020043963245573,0.0323252723397315,0.0282850922988937,0.0363162231079764,0.009142014090944096,Worsened
Sage 2.2.1,RMSE,562,0.0015667462773002,2.6563546073521233e-05,0.0015661616825453,0.0015178866561896,0.0016238369952163,b86,v3-k100,RMSE,562,0.0127201129489649,3.6866757935563835e-05,0.0127198528961957,0.0126545891523896,0.0127923199336274,0.011153366671664701,Worsened
Sage 2.2.1,RMSE,565,0.0396937589936976,0.0011555138076769,0.0396720034748294,0.0374184533242894,0.0420061020272677,b67,v3-k100,RMSE,565,0.0511863961715466,0.0011456625968612,0.0511994647808772,0.0489360812377213,0.0536017208774046,0.011492637177849,Worsened
Sage 2.2.1,RMSE,559,0.0215479183562041,0.0005576396260899,0.021533150733463,0.0204370155582237,0.0225810801813024,b73,v3-k100,RMSE,559,0.0345264468718755,0.0007979886929157,0.0345516319924684,0.0330310551852486,0.0360999220629064,0.012978528515671398,Worsened
Sage 2.2.1,RMSE,156,0.0064446007656641,0.0002967270357011,0.0064451307569336,0.0058849538817053,0.0070329379418125,b26,v3-k100,RMSE,156,0.0204020307997125,0.0005453610954294,0.0204272799122868,0.0194059601610721,0.021471348672029,0.0139574300340484,Worsened
Sage 2.2.1,RMSE,1832,0.0035355084928174,6.584545035252406e-05,0.0035344806049563,0.0033994802863523,0.0036695239652391,b28,v3-k100,RMSE,1832,0.0208216093584153,7.958487892103819e-05,0.0208220528146563,0.0206677826912969,0.0209861664373781,0.017286100865597898,Worsened
Sage 2.2.1,RMSE,28989,0.0220483820410513,0.000127741818518,0.0220568755364791,0.021805970908011,0.0222974423825549,b34,v3-k100,RMSE,28989,0.0427822315091344,0.0001561274074089,0.0427855895793028,0.0424868208409035,0.0430923612881433,0.0207338494680831,Worsened
Sage 2.2.1,RMSE,11170,0.0732416481679698,0.0005993047309491,0.0732623147909571,0.0720431813406772,0.0744732444211087,b57,v3-k100,RMSE,11170,0.0965520312375882,0.0005500166108949,0.0965508986643025,0.0954939210986771,0.0976247943226257,0.0233103830696184,Worsened
Sage 2.2.1,RMSE,77,0.0064967927746431,0.0006301764334068,0.0064597654556943,0.0052592541750958,0.0077484656799325,b31,v3-k100,RMSE,77,0.030245510073349,0.0005377851751263,0.030241539960511,0.029234477092191,0.0313249042725519,0.0237487172987059,Worsened
Sage 2.2.1,RMSE,7613,0.0098828063358531,0.0001918024172598,0.0098859930782765,0.0095230082371158,0.0102815651045457,b24,v3-k100,RMSE,7613,0.0356501586452512,0.0002334520869228,0.0356353849594132,0.0351673973609574,0.0360840824890939,0.0257673523093981,Worsened
Sage 2.2.1,RMSE,23410,0.0184065901748216,0.0001347032021142,0.0184017471750197,0.0181415960471132,0.0186679799745549,b35,v3-k100,RMSE,23410,0.044951981621552,0.0001765517920124,0.0449452115408344,0.0446074721554033,0.0452901987785403,0.0265453914467304,Worsened
Sage 2.2.1,RMSE,595,0.0106507403352991,0.000449042560491,0.0106296591544942,0.00978306752386,0.0115468089390532,b60,v3-k100,RMSE,595,0.040825547135277,0.0003120158197065,0.0408361781053872,0.0402293721311644,0.041449864618052,0.030174806799977902,Worsened
Sage 2.2.1,RMSE,3015,0.0206255889063148,0.0009798593015611,0.0206075546224032,0.0187547254834932,0.0224768642036134,b42,v3-k100,RMSE,3015,0.0566865443069907,0.0001728901621658,0.0566876420581465,0.056350638586116,0.0570262716232459,0.0360609554006759,Worsened
Sage 2.2.1,RMSE,24,0.0515271714819341,0.0026552731766645,0.0514875681757064,0.045896456691385,0.0563436780801958,b63,v3-k100,RMSE,24,0.08814473956706,0.0047710557120658,0.0880609519358999,0.0792020113252977,0.0980661417659085,0.036617568085125896,Worsened
Sage 2.2.1,RMSE,1420,0.0644221108406877,0.0013636467145606,0.0643125077850928,0.0616780039032929,0.0669134467625457,b57a,v3-k100,RMSE,1420,0.1042290451308067,0.0016811306237655,0.1042638393660277,0.1009854995594416,0.1075729852342099,0.039806934290119,Worsened
Sage 2.2.1,RMSE,1991,0.0094389542717932,0.0001323760784142,0.0094381542286403,0.009189610954931,0.0097012389442527,b25,v3-k100,RMSE,1991,0.0577845133670979,0.000201141478629,0.0577853985791874,0.0573833794006426,0.0581969590028825,0.048345559095304705,Worsened
Sage 2.2.1,RMSE,1032,0.0210777088172297,0.0003739117899507,0.0210689861269962,0.0203367744000526,0.0217815844339331,b32,v3-k100,RMSE,1032,0.0722629826128546,0.0006344429612055,0.072247692354397,0.0710324930895998,0.0734951159211346,0.0511852737956249,Worsened
Sage 2.2.1,RMSE,14,0.0654703838398551,0.0079131628630551,0.0650643799268067,0.0464408333474542,0.0769910064836703,b77,v3-k100,RMSE,14,0.2544041296323528,0.0103283161743348,0.2543293490701209,0.2355458920873213,0.2714087749148977,0.18893374579249772,Worsened
