id,smiles_1,smiles_2,Sage 2.2.1,Sage 2.3.0rc1,Sage 2.3.0rc1 - Sage 2.2.1,water
dhmix_1000930562998604270,Cc1ccccc1N,c1ccncc1,-1.1982127471264168,-0.857039387185683,0.34117335994073383,False
dhmix_1001984601109558110,CCCCCC(C)=O,CCN(CC)CC,0.1897716469996524,0.0841809476114126,-0.10559069938823981,True
dhmix_1003039131395935786,C1CCOCC1,c1ccncc1,0.0880023015981213,0.1165274128074228,0.028525111209301512,True
dhmix_1003091198206314816,BrCCBr,CCCCOC=O,-0.0541153860511632,-0.0220038998370159,0.0321114862141473,True
dhmix_1011031216505560294,CCO,CCOC(=O)CC(=O)OCC,1.5359223150620096,1.7514578539659358,0.21553553890392618,True
dhmix_1012297674499495059,C1COCCN1,O,-1.2322118044327468,-1.0678658896029258,0.16434591482982097,True
dhmix_1015694053591256314,CCCCO,CCOC(=O)C(C)C,0.7852042876915087,0.745753722053531,-0.039450565637977775,True
dhmix_101847702994296892,CCCCCCCl,CN1CCCC1=O,0.6880455250260885,0.7419416110442398,0.053896086018151323,True
dhmix_1019631376027538939,CCCO,Cc1ccccc1,1.2495624646527854,1.222025212661935,-0.02753725199085033,True
dhmix_1022139531284796266,CCCO,O=Cc1ccccc1,1.019530379231166,1.3248128543957758,0.3052824751646097,True
dhmix_1026249471248922257,BrCCBr,CCCC(=O)OCC,-0.4468498906283701,-0.2777397472088759,0.1691101434194942,True
dhmix_1028215587502767385,BrCCCBr,CCC(=O)OC,0.0462380325599299,-0.0281124526891571,-0.074350485249087,True
dhmix_1037416167092316519,CCCNCCC,CN(C)C=O,0.1502518405670822,0.2344940067565962,0.084242166189514,True
dhmix_1038591828122641798,CC#N,c1ccccc1,-0.0165919607159435,0.0244825820089259,0.0410745427248694,False
dhmix_1043806055191244463,CCOCCO,COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6302398408507249,0.3933251637638193,-0.2369146770869056,True
dhmix_1045652173440309018,CC(C)OC(C)C,Cc1ccccc1,-0.074094063824243,-0.0674922997401334,0.00660176408410959,True
dhmix_1046208115327217708,CCCCCO,CCOC(=O)CC(=O)OCC,1.8689369841979524,2.110530621448183,0.24159363725023053,True
dhmix_1050664243792629512,CCCCCC,CCCCO,0.8252603379826032,0.6539623906655075,-0.1712979473170957,True
dhmix_1051001364116056564,CCCCCC(C)=O,CCCCNCCCC,0.0197835851764433,-0.03432659597127,-0.05411018114771331,True
dhmix_1052042310023734389,CC(C)=O,CNc1ccccc1,-0.8761878684684478,-0.5776738929701933,0.2985139754982544,True
dhmix_1052810281110682859,CCCCCC,CCCCOC=O,1.3454042122576102,1.3035804541942138,-0.04182375806339644,True
dhmix_1053189657313504079,CCOC(=O)CC(=O)OCC,CO,1.0889560745237457,1.3575678052520883,0.26861173072834266,True
dhmix_1055456388735168345,CCO,CN(C)CCO,-0.7154459971504773,-0.4826359856887876,0.23281001146168967,True
dhmix_1057104304179164775,Cc1ccccc1N,Cc1cccnc1,-1.0814486914281891,-0.787289905774759,0.2941587856534301,False
dhmix_1058055616951056484,CCCCCC,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.2287151549644098,0.1469698483729331,-0.08174530659147672,False
dhmix_1064373607860850902,O,OCCN1CCOCC1,-2.323211220700576,-1.746430009494598,0.5767812112059783,True
dhmix_1066457784240915151,CCO,OCC(F)(F)F,-0.282361863455866,-0.22434521759268,0.058016645863186,True
dhmix_1070320975529400325,C1CCOCC1,Cc1ccccc1,-0.1371369297755933,-0.1125905181048712,0.024546411670722107,True
dhmix_1071186757412258236,CCO,CCOC(=O)C(C)C,0.633089005212374,0.6850843537159861,0.05199534850361209,True
dhmix_1071605170986531920,CCCCCCCC,COC=O,1.963800764851636,2.247499029740785,0.28369826488914884,True
dhmix_1072062575498858075,CCCCOC=O,ClCCCl,0.0738878290006113,0.0241120763059482,-0.049775752694663104,True
dhmix_107460606439569535,C1COCCO1,O=C1CCCCCC1,0.225821597214401,0.242323677117947,0.01650207990354599,True
dhmix_1078383344298013541,BrCCBr,CCOC(=O)CC,-0.1368983344052388,-0.0590541898259422,0.0778441445792966,True
dhmix_1080026293565782324,C1CCCCC1,CCCCO,0.3981529526926077,0.3196454538786663,-0.07850749881394142,True
dhmix_1082138353413387777,C1CCCCC1,CCCCCCCO,0.5442287716131252,0.4413104298999997,-0.10291834171312553,True
dhmix_1088179016681497320,CCCCO,CCOC(C)(C)CC,0.61662882496717,0.5123686870256611,-0.1042601379415089,True
dhmix_1090642624443832057,BrCCCBr,CCCCOC(=O)CCC,-0.4327147966361124,-0.3641869644850359,0.0685278321510765,True
dhmix_109096525113217207,BrCCCBr,CCCCOC(C)=O,-0.2508043799922212,-0.1703220344751373,0.08048234551708391,True
dhmix_1091489740441728210,CCCCCCCCC,COC(C)(C)C,0.5006047014691765,0.5428362488505769,0.04223154738140045,True
dhmix_1092036220949585875,NCCO,c1ccncc1,0.5007735512571543,0.7213373003418226,0.22056374908466836,True
dhmix_1093843275803987368,CCCC(=O)OC,COC(C)=O,0.0664824921584224,0.0566505549589635,-0.009831937199458907,True
dhmix_1095020430896351563,CCCCCC,CCOC=O,0.6495083646610359,0.6928440462440708,0.04333568158303491,True
dhmix_1100450730626916395,BrCCCBr,CCCC(=O)OCC,-0.2085415998221881,-0.1763786041569043,0.0321629956652838,True
dhmix_1101001475632451077,C1COCCO1,O=C1CCCCCC1,0.081401855963539,0.1858491784296158,0.1044473224660768,True
